# conformaciones_activas.txt
# generated: 2018-08-14 11:48:25
# RegulonDB: 10.0, release: 18/06/18
# Manual processing: Edited MalT effectors column to include ATP and maltotriose as one effector. Changed all lines without a regulated TU tu TF_inactive.txt. All lines in TF_inactive.txt that had a regulated TU were moved here.
# Transcription Factor name	 Final State	Effector Name	Effect	Transcription Unit name	Evidences	Evidence type
MelR	MelR-melibiose	melibiose	+	melAB	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
MelR	MelR-melibiose	melibiose	+	melR	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
MelR	MelR-melibiose	melibiose	+-	melAB	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
MelR	MelR-melibiose	melibiose	-	melR	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	ahpCF	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	folE-yeiB	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metA	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metBL	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metC	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metE	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metF	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metK	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metNIQ	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetJ	MetJ-adenosylmethionine	<i>S</i>-adenosyl-L-methionine	-	metR	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
MetR	MetR-L-homocysteine	L-homocysteine	+	glyA	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MetR	MetR-L-homocysteine	L-homocysteine	+	metE	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MetR	MetR-L-homocysteine	L-homocysteine	+-	glyA	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MetR	MetR-L-homocysteine	L-homocysteine	-	metR	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MetR	MetR		+	hmp	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MetR	MetR		+	metH	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
		
MhpR	MhpR-3HPP	3-(3-hydroxyphenyl)propanoate	+	mhpABCDFE	[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Weak
Mlc	Mlc		-	malT	[BCE|W|Binding of cellular extracts],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
Mlc	Mlc		-	manXYZ	[BCE|W|Binding of cellular extracts],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
Mlc	Mlc		-	mlc	[BCE|W|Binding of cellular extracts],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
Mlc	Mlc		-	mlc-ynfK	[BCE|W|Binding of cellular extracts],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
Mlc	Mlc		-	ptsG	[BCE|W|Binding of cellular extracts],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
Mlc	Mlc		-	ptsHI-crr	[BCE|W|Binding of cellular extracts],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[IEP|W|Inferred from expression pattern]	Strong
MlrA	MlrA		+	cadC	[IHBCE|W|Inferred by a human based on computational evidence],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
MlrA	MlrA		+	csgDEFG	[IHBCE|W|Inferred by a human based on computational evidence],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
MlrA	MlrA		+	ibaG	[IHBCE|W|Inferred by a human based on computational evidence],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
MlrA	MlrA		+	rplU-rpmA	[IHBCE|W|Inferred by a human based on computational evidence],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
MlrA	MlrA		+	rplU-rpmA-yhbE-obgE	[IHBCE|W|Inferred by a human based on computational evidence],[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
MngR	MngR		-	mngAB	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MngR	MngR		-	mngR	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MntR	MntR-Mn<SUP>2+</SUP>	Mn<SUP>2+</SUP>	+	mntP	[IHBCE|W|Inferred by a human based on computational evidence],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MntR	MntR-Mn<SUP>2+</SUP>	Mn<SUP>2+</SUP>	-	dps	[IHBCE|W|Inferred by a human based on computational evidence],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MntR	MntR-Mn<SUP>2+</SUP>	Mn<SUP>2+</SUP>	-	mntH	[IHBCE|W|Inferred by a human based on computational evidence],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MntR	MntR-Mn<SUP>2+</SUP>	Mn<SUP>2+</SUP>	-	rybA-mntS	[IHBCE|W|Inferred by a human based on computational evidence],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	+	hycABCDEFGHI	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	+	moaABCDE	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	+	napFDAGHBC-ccmABCDEFGH	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	+	narXL	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	-	deoCABD	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	-	dmsABC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	-	modABC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
ModE	ModE-MoO<sub>4</sub><sup>2-</sup>	molybdate	-	oppABCDF	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[AUPEINH|W|Assay of unpurified protein expressed in its native host]	Strong
MprA	MprA		-	acrAB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
MprA	MprA		-	mprA-emrAB	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
MprA	MprA		-	nmpC	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
MqsA	MqsA		-	csgDEFG	[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
MqsA	MqsA		-	cspD	[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
MqsA	MqsA		-	mqsRA	[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
MqsA	MqsA		-	rpoS	[AIFS|W|Automated inference of function from sequence],[APPHINH|S|Assay of protein purified to homogeneity from its native host]	Strong
MraZ	MraZ		-	mioC	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MraZ	MraZ		-	mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MurR	MurR		+-	murR	[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
MurR	MurR		-	murQP	[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
Nac	Nac		+	codBA	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		+	feaR	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		+	gabDTP	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		+	nupC	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		+	ydcSTUV-patD	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		-	asnC	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		-	asnC-mioC	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		-	asnC-mioC-mnmG	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		-	gdhA	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		-	gltBDF	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		-	nac	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
Nac	Nac		-	serA	[IDA|S|Inferred from direct assay],[IFC|S|Inferred by functional complementation],[HIFS|W|Human inference of function from sequence]	Strong
NadR	NadR		-	nadA-pnuC	[IMP|W|Inferred from mutant phenotype],[AIFS|W|Automated inference of function from sequence]	Weak
NadR	NadR		-	nadB	[IMP|W|Inferred from mutant phenotype],[AIFS|W|Automated inference of function from sequence]	Weak
NadR	NadR		-	pncB	[IMP|W|Inferred from mutant phenotype],[AIFS|W|Automated inference of function from sequence]	Weak
NagC	NagC		+	fimB	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		+	glmUS	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	chbBCARFG	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	chiPQ	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	creABCD	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	dinI	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	galP	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	glmUS	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	manXYZ	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	nagBAC-umpH	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	nagE	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	nanCM	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	nanCMS	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	ptsHI-crr	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	ydeNM	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		-	ydeP	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NagC	NagC		?	feoABC	[IMP|W|Inferred from mutant phenotype],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NanR	NanR		+	fimB	[IFC|S|Inferred by functional complementation],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NanR	NanR		-	nanA	[IFC|S|Inferred by functional complementation],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NanR	NanR		-	nanATEK-yhcH	[IFC|S|Inferred by functional complementation],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NanR	NanR		-	nanCM	[IFC|S|Inferred by functional complementation],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NanR	NanR		-	nanCMS	[IFC|S|Inferred by functional complementation],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NanR	NanR		-	yjhBC	[IFC|S|Inferred by functional complementation],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	cydDC	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	fdnGHI	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	hcp-hcr	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	hcp-hcr-poxB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	moeAB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	narGHJI	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	narK	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	nirBDC-cysG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	nrfABCDEFG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	nuoABCEFGHIJKLMN	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	ogt	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	ydeP	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	yeaR-yoaG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+	ytfE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	+-	nrfABCDEFG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	adhE	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	aspA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	aspA-dcuA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	caiF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	citCDEFXG	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	dcuB-fumB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	dcuSR	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	dmsABC	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	dpiBA	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	fdhF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	focA-pflB	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	frdABCD	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
NarL	NarL-Phosphorylated	Phosphate	-	hyaABCDEF	[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
