# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/scripts/golevels_of_random_sets_v2.pl on Wed Oct  3 02:56:38 2018
# Using: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels/random_sets_smgns/random_general/
# GO levels of same set are in: /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/results/random_gos/levels/general_random_levels.txt 
# Columns= Group name
# Rows= Random set
	AccB	AcrR	Ada	AdiY	AgaR	AidB	AlaS	AllR	AllS	AlsR	AppY	AraC	ArgP	ArgR	ArsR	AscG	AsnC	AtoC	BaeR	BasR	BetI	BirA	BluR	BolA	CadC	CaiF	Cbl	CdaR	CecR	ChbR	ComR	CpxR	Cra	CreB	CsgD	CsiR	CspA	CueR	CusR	CynR	CysB	CytR	Dan	DcuR	DeoR	DhaR	DicA	DinJ-YafQ	DnaA	DpiA	DsdC	EbgR	EnvR	EnvY	EvgA	ExuR	FabR	FadR	FeaR	FhlA	FlhDC	FliZ	FucR	Fur	GadE	GadE-RcsB	GadW	GadX	GalR	GalS	GatR	GcvA	GlcC	GlpR	GlrR	GntR	GutM	GutR	HU	HcaR	HdfR	HigA	HigB-HigA	HipAB	HipB	HyfR	HypT	IclR	IdnR	IlvY	IscR	KdgR	KdpE	LacI	LeuO	LexA	LldR	LrhA	LsrR	LysR	MalI	MalT	MarA	MarR	MatA	MazE	MazE-MazF	McbR	MelR	MetJ	MetR	MhpR	Mlc	MlrA	MngR	MntR	ModE	MprA	MqsA	MraZ	MtlR	MurR	Nac	NadR	NagC	NanR	NarL	NarP	NemR	NhaR	NikR	NimR	NorR	NrdR	NsrR	NtrC	OmpR	OxyR	PaaX	PdeL	PdhR	PepA	PgrR	PhoB	PhoP	PrpR	PspF	PurR	PutA	PuuR	QseB	RbsR	RcdA	RclR	RcnR	RcsAB	RcsB	RcsB-BglJ	RelB	RelB-RelE	RhaR	RhaS	Rob	RstA	RtcR	RutR	SdiA	SgrR	SlyA	SoxR	SoxS	StpA	SutR	TdcA	TdcR	TorR	TreR	TrpR	TyrR	UhpA	UidR	UlaR	UvrY	UxuR	XapR	XylR	YdeO	YedW	YefM	YefM-YoeB	YehT	YeiL	YiaJ	YjjQ	YpdB	YqhC	YqjI	ZntR	ZraR	Zur
ran_61.txt	1.00	0.55	1.00	0.50	0.64	NA	NA	0.38	NA	0.83	0.56	0.77	0.60	0.57	NA	0.60	0.50	1.00	0.83	0.45	0.75	0.80	1.00	NA	1.00	0.56	0.67	0.67	0.60	0.83	NA	0.48	0.49	0.75	0.57	0.50	NA	0.60	0.33	0.50	0.64	0.38	0.50	0.43	0.50	0.50	0.50	0.50	0.73	0.89	1.00	0.50	NA	NA	0.75	0.44	NA	0.67	0.50	0.50	0.58	0.44	0.50	0.52	0.52	0.50	0.54	0.52	0.78	0.62	1.00	0.67	0.60	0.38	0.75	0.57	0.40	0.29	0.44	0.50	0.80	0.50	1.00	0.80	0.40	0.64	0.36	1.00	0.67	0.50	0.56	1.00	0.33	1.00	0.62	0.61	0.33	0.50	0.44	0.50	0.50	0.62	0.54	1.00	0.75	0.67	0.50	0.75	0.50	0.62	0.67	0.80	0.60	0.75	1.00	0.80	0.48	0.50	0.62	0.53	0.67	0.50	0.42	0.67	0.63	0.70	0.58	0.66	0.67	0.43	0.33	NA	0.50	0.50	0.54	0.41	0.75	0.53	0.40	NA	0.57	0.67	0.83	0.52	0.53	0.60	0.50	0.64	1.00	0.83	1.00	0.43	0.86	1.00	0.33	0.38	0.62	0.77	0.67	NA	0.50	1.00	0.70	0.50	0.50	0.60	0.75	0.67	NA	0.67	0.47	0.67	0.75	0.83	0.60	0.50	1.00	0.50	0.55	NA	0.50	0.75	0.75	0.57	NA	0.50	0.60	0.50	NA	1.00	NA	NA	0.62	0.75	NA	NA	NA	NA	1.00	0.60
ran_62.txt	0.50	0.71	1.00	0.71	0.50	NA	NA	0.62	0.50	0.33	0.50	0.70	0.45	0.47	1.00	0.50	0.75	0.33	0.71	0.64	0.50	0.33	0.75	NA	0.50	0.71	1.00	0.44	0.50	0.67	NA	0.49	0.58	0.50	0.59	0.40	NA	0.83	0.80	0.50	0.59	0.69	0.75	0.71	0.50	0.50	0.83	1.00	0.50	0.50	0.50	0.50	NA	0.50	0.62	1.00	0.50	0.53	NA	0.35	0.53	0.61	0.80	0.54	0.69	0.62	0.64	0.39	0.67	0.50	0.40	0.80	0.29	0.43	NA	0.70	0.50	1.00	0.57	0.67	0.75	0.50	1.00	0.40	0.80	0.38	0.54	0.75	0.67	0.50	0.38	1.00	1.00	0.67	0.67	0.58	0.67	0.50	0.71	1.00	0.50	0.62	0.53	0.67	0.60	1.00	1.00	1.00	0.67	0.46	1.00	0.80	0.67	0.50	1.00	0.50	0.51	0.50	0.50	0.62	1.00	NA	0.70	0.75	0.55	0.56	0.52	0.67	1.00	0.83	0.50	1.00	0.67	0.71	0.56	0.53	0.38	0.54	0.64	NA	0.43	NA	0.50	0.64	0.60	0.80	0.33	0.44	1.00	0.33	0.33	0.75	0.29	0.50	0.50	0.50	0.56	0.81	0.67	0.67	NA	0.80	0.67	0.50	1.00	0.79	0.40	0.67	NA	0.67	0.65	0.67	0.50	0.80	0.80	0.42	1.00	0.67	0.40	NA	0.50	0.57	1.00	0.80	1.00	1.00	0.65	0.55	1.00	NA	NA	NA	0.60	0.75	NA	NA	0.50	NA	0.50	0.80
ran_63.txt	0.50	0.56	1.00	0.86	0.40	NA	NA	0.71	0.33	0.67	0.67	0.73	0.40	0.48	1.00	0.80	0.75	1.00	0.62	0.50	1.00	0.50	0.75	0.50	0.33	0.60	0.50	0.62	1.00	0.50	NA	0.44	0.65	0.75	0.45	0.80	0.50	0.60	0.45	0.67	0.65	0.67	0.33	0.62	0.50	0.33	0.50	1.00	0.50	0.75	0.33	0.50	NA	1.00	0.44	0.75	NA	0.78	1.00	0.48	0.52	0.40	0.67	0.50	0.61	0.88	0.69	0.64	0.75	0.67	1.00	0.60	0.57	0.56	0.75	0.67	0.57	0.40	0.57	0.60	0.75	1.00	0.50	0.75	0.67	0.75	0.50	0.75	0.67	0.50	0.52	0.50	0.67	0.50	0.53	0.43	0.67	0.75	0.60	NA	1.00	0.44	0.52	0.67	0.57	0.50	0.67	0.33	1.00	0.46	0.80	0.60	0.57	0.67	0.50	0.50	0.49	0.67	0.67	0.50	0.67	0.50	0.62	0.75	0.53	0.40	0.53	0.47	0.33	0.40	0.60	0.50	0.50	0.43	0.56	0.59	0.53	0.56	0.67	NA	0.60	0.50	0.43	0.48	0.62	0.60	0.57	0.50	0.50	0.33	1.00	0.38	0.71	0.33	1.00	0.53	0.41	0.71	0.50	0.67	1.00	0.50	0.57	0.88	NA	0.50	0.67	0.50	NA	1.00	0.56	0.83	1.00	0.60	0.50	0.40	0.50	0.30	0.45	NA	0.67	0.83	0.40	0.44	NA	0.40	0.67	0.33	0.50	1.00	NA	NA	0.75	0.44	NA	0.50	NA	NA	1.00	0.75
ran_64.txt	1.00	0.50	0.33	0.33	0.60	NA	NA	0.56	1.00	0.67	0.43	0.58	0.75	0.45	0.50	0.50	1.00	0.67	0.62	0.67	0.50	0.75	0.67	0.50	0.50	0.50	0.33	0.44	0.67	0.50	NA	0.67	0.60	0.50	0.62	0.50	1.00	0.67	0.50	1.00	0.52	0.45	0.67	0.57	0.75	0.50	0.50	0.67	0.70	0.71	1.00	1.00	0.50	1.00	0.56	0.56	NA	0.64	0.50	0.68	0.56	0.60	0.67	0.56	0.38	0.78	0.50	0.50	0.67	0.40	0.50	0.75	0.60	0.50	0.67	0.42	0.67	0.60	0.50	0.40	0.67	1.00	NA	0.50	0.50	0.50	0.73	0.50	0.50	NA	0.57	0.50	1.00	1.00	0.62	0.55	0.67	1.00	0.57	NA	0.33	0.67	0.68	0.50	0.60	NA	0.50	0.67	NA	0.50	0.60	0.83	0.62	0.56	0.50	1.00	0.61	0.40	0.40	0.54	NA	NA	0.71	0.75	0.61	0.50	0.54	0.63	0.50	0.43	0.50	NA	0.67	0.57	0.54	0.59	0.50	0.40	0.67	NA	0.50	0.67	0.71	0.69	0.61	0.50	0.86	0.68	0.50	0.67	0.25	0.62	0.78	0.67	1.00	0.69	0.50	0.47	0.67	1.00	0.50	0.50	0.60	0.43	1.00	0.64	0.60	0.57	NA	0.67	0.74	1.00	0.25	0.17	0.33	0.55	0.50	0.56	0.73	NA	0.50	1.00	0.60	0.67	0.50	0.80	0.50	0.67	1.00	1.00	NA	NA	0.44	0.44	NA	0.50	0.50	NA	0.67	0.60
ran_65.txt	1.00	0.36	0.67	0.50	0.70	NA	NA	0.80	NA	0.40	0.60	0.58	0.54	0.60	0.50	0.40	1.00	0.50	0.67	0.50	0.75	0.60	0.67	NA	0.33	0.50	0.57	0.44	0.75	0.40	NA	0.60	0.55	0.75	0.36	0.75	1.00	0.71	0.88	0.33	0.57	0.77	0.50	0.60	0.33	0.50	0.33	0.67	0.67	0.78	1.00	0.50	1.00	1.00	0.53	0.62	0.50	0.50	1.00	0.71	0.52	0.47	0.57	0.50	0.62	1.00	0.67	0.63	0.56	0.60	0.50	0.80	0.57	0.50	1.00	0.62	0.57	0.60	0.50	0.40	0.67	1.00	1.00	0.50	0.50	0.36	0.55	1.00	0.83	1.00	0.52	NA	0.67	0.67	0.62	0.63	1.00	1.00	0.71	1.00	0.67	0.62	0.52	0.67	0.50	1.00	1.00	0.75	NA	0.69	0.40	0.83	0.50	0.56	0.50	0.67	0.43	0.60	0.83	0.67	NA	1.00	0.47	0.50	0.59	0.70	0.62	0.67	0.67	0.71	0.60	NA	NA	0.67	0.53	0.54	0.65	0.67	0.44	NA	0.61	0.67	0.83	0.54	0.63	0.50	0.86	0.59	0.50	0.57	1.00	0.75	0.50	0.67	0.67	0.75	0.70	0.67	1.00	NA	0.50	0.50	0.50	0.38	NA	0.47	0.60	0.88	NA	0.67	0.62	0.33	0.50	0.71	0.57	0.78	0.50	0.60	0.33	NA	1.00	0.57	0.80	0.75	NA	0.40	0.79	0.71	1.00	0.50	NA	NA	0.57	0.25	NA	1.00	1.00	NA	0.33	0.40
ran_66.txt	1.00	0.50	0.75	0.43	0.67	NA	NA	0.50	NA	0.67	0.86	0.50	0.69	0.58	0.50	0.67	0.67	0.50	0.57	0.64	0.67	0.50	0.50	0.50	1.00	0.67	0.57	0.71	0.60	0.40	NA	0.58	0.63	0.25	0.44	0.40	NA	0.67	0.60	0.75	0.62	0.58	0.50	0.56	0.40	0.67	0.80	0.67	0.42	0.64	0.67	0.50	NA	1.00	0.69	0.75	1.00	0.61	1.00	0.75	0.48	0.53	0.43	0.52	0.32	0.75	0.46	0.42	0.70	0.75	NA	0.50	0.75	0.67	0.60	0.56	0.67	0.67	0.71	0.50	0.75	0.50	NA	0.67	0.50	0.83	0.82	0.67	0.80	0.50	0.57	0.50	0.50	0.67	0.40	0.54	0.50	0.67	0.86	NA	1.00	0.44	0.53	1.00	0.33	0.67	0.33	1.00	1.00	0.60	0.75	0.60	0.70	0.50	1.00	0.60	0.59	0.50	0.75	0.45	0.67	NA	0.69	0.75	0.48	0.40	0.59	0.53	1.00	1.00	0.60	0.50	1.00	0.67	0.61	0.62	0.50	0.69	0.54	NA	0.45	1.00	0.88	0.43	0.49	1.00	0.60	0.52	0.50	0.75	0.50	0.43	0.75	0.50	0.50	0.53	0.40	0.43	1.00	1.00	0.50	0.40	0.40	0.44	1.00	0.64	0.60	0.50	NA	0.50	0.51	0.57	0.80	0.67	0.57	0.78	0.50	0.56	0.56	NA	0.67	0.67	1.00	0.38	0.50	0.60	0.50	0.57	0.50	0.50	NA	NA	0.62	0.67	NA	0.50	NA	NA	0.50	0.67
ran_67.txt	1.00	0.55	0.33	0.57	0.44	NA	NA	0.80	0.67	1.00	0.75	0.60	0.36	0.67	0.50	0.40	1.00	1.00	0.86	0.50	0.50	0.25	0.67	1.00	0.67	0.50	0.71	0.62	0.75	0.50	NA	0.68	0.50	0.40	0.50	0.50	NA	0.71	0.56	1.00	0.52	0.55	0.67	0.83	0.60	0.67	0.38	0.67	0.60	0.44	0.50	NA	0.50	0.50	0.59	0.62	1.00	0.63	0.50	0.44	0.65	0.45	0.50	0.50	0.64	0.75	0.42	0.67	0.67	0.67	0.83	0.75	0.57	0.50	1.00	0.60	0.50	0.57	0.57	0.50	0.75	0.50	0.50	0.50	0.67	0.56	0.60	0.50	0.40	NA	0.67	0.50	0.75	1.00	0.68	0.55	1.00	0.50	0.43	1.00	0.67	0.50	0.60	1.00	0.75	1.00	0.67	0.67	0.67	0.67	1.00	0.80	0.88	0.62	0.67	0.50	0.69	0.50	0.57	0.56	NA	NA	0.60	0.50	0.42	0.78	0.53	0.48	0.50	0.43	0.80	1.00	1.00	0.57	0.53	0.49	0.61	0.46	0.54	NA	0.56	1.00	0.57	0.57	0.56	0.50	0.60	0.61	NA	1.00	0.67	0.75	0.57	0.50	0.67	0.38	0.67	0.55	0.33	0.67	NA	0.60	0.59	0.44	0.50	0.36	0.50	0.88	NA	1.00	0.49	0.43	0.67	0.57	0.33	0.82	0.50	0.50	0.45	NA	0.67	0.50	0.50	0.44	0.50	0.43	0.58	0.64	NA	NA	NA	NA	0.50	0.70	NA	1.00	0.50	NA	0.50	0.50
ran_68.txt	0.50	0.50	0.67	0.50	0.62	NA	NA	0.75	1.00	0.80	0.33	0.62	0.45	0.47	1.00	0.50	0.67	1.00	0.50	0.73	0.33	0.50	0.75	NA	1.00	1.00	0.50	0.86	0.75	0.75	NA	0.60	0.63	0.67	0.56	0.67	NA	0.57	0.89	0.33	0.56	0.70	0.67	0.43	0.60	0.67	0.62	0.33	0.42	0.67	0.50	0.50	1.00	1.00	0.71	0.50	0.50	0.65	NA	0.67	0.55	0.59	0.50	0.48	0.68	0.62	0.45	0.64	0.57	0.44	0.40	0.40	0.43	0.71	0.75	0.64	0.83	0.50	0.50	0.67	0.50	0.50	NA	1.00	0.80	0.45	0.64	0.33	0.67	1.00	0.64	NA	0.75	1.00	0.50	0.60	0.67	1.00	1.00	1.00	0.33	0.67	0.55	NA	0.50	1.00	0.50	0.50	0.67	0.69	0.75	0.80	0.50	0.56	1.00	0.33	0.67	0.50	0.71	0.43	0.67	1.00	0.53	1.00	0.61	0.36	0.51	0.61	0.50	0.60	0.75	0.50	0.67	0.38	0.62	0.62	0.71	0.60	0.42	NA	0.57	0.50	0.80	0.50	0.62	0.67	0.50	0.67	0.50	0.86	0.75	0.71	0.67	0.33	0.67	0.50	0.56	0.67	1.00	0.67	0.50	0.50	0.45	0.67	0.50	0.64	0.67	0.43	NA	1.00	0.61	0.57	0.50	1.00	0.60	0.50	0.50	0.55	0.56	NA	0.50	0.50	0.80	0.62	1.00	0.80	0.53	0.50	0.50	1.00	NA	NA	0.33	0.56	NA	0.50	0.50	NA	NA	1.00
ran_69.txt	NA	0.40	0.67	0.75	0.67	NA	NA	0.71	NA	0.60	0.33	0.91	0.58	0.58	1.00	0.60	0.50	0.75	0.62	0.67	1.00	1.00	0.67	1.00	0.67	0.62	0.57	0.75	0.50	0.50	NA	0.54	0.49	0.50	0.64	0.60	NA	0.57	0.70	0.67	0.59	0.42	0.75	0.88	0.50	0.50	0.75	0.67	0.86	0.33	0.50	0.50	NA	NA	0.59	0.57	1.00	0.62	0.50	0.54	0.59	0.61	0.67	0.56	0.48	0.78	0.64	0.64	0.56	0.56	0.40	0.50	0.40	1.00	0.50	0.42	0.57	0.67	0.75	0.80	0.67	0.50	0.50	1.00	0.60	0.62	0.25	1.00	0.43	0.50	0.68	0.50	0.25	0.33	0.40	0.54	0.33	0.67	0.33	0.50	0.67	0.80	0.56	0.67	0.50	1.00	0.67	0.50	0.67	0.46	0.60	0.60	0.83	0.56	0.50	0.67	0.58	0.50	0.50	0.56	1.00	1.00	0.41	0.50	0.38	0.50	0.55	0.45	0.67	0.71	0.50	1.00	0.50	0.33	0.56	0.58	0.61	0.68	0.42	NA	0.65	0.50	0.60	0.54	0.50	0.60	0.43	0.50	0.50	0.57	0.67	0.62	0.57	0.50	1.00	0.42	0.55	0.46	0.67	0.33	1.00	0.67	0.43	0.67	NA	0.57	0.50	0.78	NA	0.67	0.61	0.60	0.75	0.60	0.71	0.50	1.00	0.75	0.55	NA	0.75	0.60	0.60	0.43	0.50	0.33	0.50	0.89	1.00	NA	NA	NA	0.33	0.71	NA	1.00	0.50	NA	0.50	0.60
ran_7.txt	0.50	0.50	1.00	0.71	0.88	NA	NA	0.62	NA	1.00	0.62	0.60	0.45	0.44	NA	0.60	0.75	0.50	0.60	0.67	0.50	0.60	0.67	NA	0.50	0.57	0.71	0.62	0.40	0.40	NA	0.52	0.45	0.50	0.52	0.50	NA	0.67	0.36	0.50	0.57	0.75	0.75	0.78	0.50	0.67	0.75	0.67	0.56	0.70	1.00	1.00	0.50	NA	0.79	0.29	1.00	0.68	NA	0.62	0.62	0.44	0.60	0.52	0.56	0.50	0.64	0.71	0.57	0.43	0.60	0.50	0.40	0.75	0.50	0.33	0.86	0.57	0.71	0.50	1.00	0.50	1.00	0.80	0.50	0.33	0.56	0.67	0.43	NA	0.54	NA	1.00	1.00	0.60	0.59	1.00	0.33	0.62	NA	0.67	0.71	0.58	0.67	0.57	0.33	0.67	0.75	0.67	0.55	0.50	0.80	0.62	0.44	0.67	0.75	0.67	0.50	1.00	0.71	1.00	NA	0.53	1.00	0.64	0.56	0.53	0.50	1.00	0.86	0.80	NA	1.00	0.67	0.53	0.55	0.40	0.58	0.36	NA	0.47	0.33	0.62	0.65	0.44	1.00	0.40	0.52	NA	0.50	0.67	0.86	0.62	1.00	1.00	0.57	0.55	0.64	NA	1.00	0.50	0.60	0.57	0.44	NA	0.69	0.75	0.62	NA	0.67	0.58	0.83	1.00	0.71	0.43	0.50	1.00	0.60	0.73	NA	0.33	0.80	0.40	1.00	0.50	0.83	0.44	0.40	1.00	NA	NA	NA	0.56	0.40	NA	0.50	NA	NA	0.67	0.75
ran_70.txt	0.50	0.44	1.00	0.60	0.73	NA	NA	0.62	0.50	0.50	0.50	0.58	0.33	0.62	1.00	0.75	0.33	0.50	0.50	0.36	0.50	0.75	0.50	1.00	0.67	0.71	0.88	0.57	0.40	0.83	NA	0.69	0.53	0.40	0.61	0.50	1.00	0.57	0.50	0.67	0.50	0.60	0.50	0.60	0.50	0.50	0.60	0.67	0.45	0.56	0.50	NA	NA	0.50	0.33	0.71	NA	0.68	0.50	0.35	0.57	0.56	0.40	0.58	0.38	0.62	0.55	0.48	0.75	0.60	1.00	1.00	0.50	0.38	0.60	0.70	0.57	0.83	0.86	0.50	0.40	1.00	NA	0.60	0.50	0.50	0.50	0.50	0.50	1.00	0.44	NA	0.75	0.67	0.67	0.58	0.67	0.33	0.67	NA	NA	0.62	0.56	0.67	0.80	0.67	0.67	1.00	NA	0.54	0.67	0.67	0.50	0.67	0.50	0.50	0.57	0.40	0.83	0.43	0.67	0.33	0.79	0.50	0.52	0.60	0.56	0.59	0.67	0.67	0.50	0.50	0.67	0.62	0.62	0.51	0.47	0.60	0.70	NA	0.62	0.50	0.75	0.56	0.51	0.60	0.43	0.61	NA	0.80	0.75	0.88	0.50	1.00	0.67	0.77	0.60	0.43	1.00	0.50	1.00	0.80	0.40	0.62	NA	0.50	0.40	0.50	NA	NA	0.62	0.60	1.00	0.83	0.50	0.50	1.00	0.44	0.50	NA	0.75	0.83	0.60	0.50	NA	0.60	0.61	0.58	0.50	1.00	NA	NA	0.44	0.38	NA	0.50	0.50	NA	0.67	0.67
ran_71.txt	1.00	0.57	1.00	0.50	0.44	NA	NA	0.43	0.33	0.67	0.50	0.62	0.70	0.55	0.67	0.50	1.00	0.33	0.67	0.50	0.75	1.00	0.67	NA	0.50	0.50	0.50	0.38	1.00	0.67	NA	0.60	0.59	0.60	0.70	0.75	1.00	0.50	0.80	1.00	0.73	0.64	0.25	0.33	0.80	0.33	0.60	NA	0.67	0.75	1.00	1.00	0.50	1.00	0.39	0.86	0.50	0.72	NA	0.55	0.45	0.61	0.67	0.56	0.50	0.67	0.57	0.55	0.50	0.62	0.60	0.60	0.40	0.38	0.33	0.27	0.75	0.86	0.57	0.80	0.50	0.50	0.50	0.75	0.60	0.70	0.64	1.00	0.83	NA	0.55	0.50	1.00	0.67	0.44	0.61	1.00	0.50	0.56	0.50	1.00	0.57	0.56	1.00	0.50	0.50	1.00	0.75	0.50	0.79	0.50	0.60	0.78	0.57	1.00	0.50	0.66	0.67	0.88	0.47	0.50	1.00	0.47	0.50	0.48	0.45	0.53	0.47	0.50	0.86	0.80	0.50	0.67	0.57	0.46	0.34	0.58	0.68	0.71	NA	0.58	0.67	0.71	0.57	0.48	0.80	0.80	0.48	1.00	0.50	0.33	0.33	0.75	1.00	0.67	0.60	0.59	0.57	0.67	0.67	NA	0.40	0.59	0.62	NA	0.80	0.75	0.50	NA	0.50	0.41	0.67	0.40	0.50	0.67	0.62	NA	0.50	0.75	NA	0.67	0.67	0.80	0.86	1.00	0.50	0.71	0.55	NA	NA	NA	NA	0.70	0.83	NA	1.00	1.00	NA	0.67	0.50
ran_72.txt	1.00	0.78	0.50	0.88	0.50	NA	NA	0.78	1.00	0.50	0.70	0.44	0.67	0.50	0.67	0.67	1.00	0.75	0.71	0.64	0.75	0.67	0.67	0.50	0.67	0.56	0.43	0.50	0.60	1.00	NA	0.44	0.60	0.60	0.64	0.60	NA	0.60	0.62	1.00	0.71	0.80	0.75	0.86	0.60	0.50	0.71	0.50	0.60	0.50	0.50	NA	NA	1.00	0.47	0.50	0.50	0.72	0.50	0.50	0.57	0.72	0.71	0.59	0.50	0.44	0.33	0.61	0.57	0.80	0.80	0.60	0.67	0.86	0.40	0.75	0.67	0.57	0.44	0.67	0.50	0.50	0.50	0.60	0.40	0.60	0.45	0.67	0.83	1.00	0.58	1.00	1.00	1.00	0.44	0.59	0.33	0.50	0.50	NA	1.00	0.57	0.56	0.67	0.57	0.50	NA	1.00	0.50	0.30	0.75	1.00	0.62	0.67	1.00	1.00	0.49	0.60	0.50	0.53	1.00	NA	0.62	0.75	0.70	0.60	0.50	0.55	0.67	0.57	0.67	1.00	1.00	0.57	0.58	0.47	0.50	0.59	0.60	NA	0.59	0.67	0.57	0.67	0.57	0.67	0.50	0.60	NA	1.00	0.75	0.75	0.56	0.50	0.67	0.38	0.75	0.38	0.50	0.67	1.00	1.00	0.61	0.44	1.00	0.62	0.60	0.67	NA	0.50	0.53	0.40	0.80	0.67	0.67	0.44	1.00	0.73	0.40	NA	0.67	0.67	0.40	0.62	NA	0.83	0.56	0.50	1.00	NA	NA	NA	0.56	0.75	NA	1.00	1.00	NA	0.67	0.67
ran_73.txt	NA	0.44	NA	0.40	0.64	NA	NA	0.50	0.50	0.40	0.67	0.45	0.73	0.61	0.50	0.60	0.67	0.75	0.50	0.56	0.25	0.67	1.00	NA	0.33	0.50	0.67	0.78	0.75	1.00	NA	0.55	0.58	0.60	0.69	0.60	NA	0.67	0.62	0.67	0.45	0.42	0.75	0.38	0.40	1.00	0.33	0.33	0.70	0.56	0.67	NA	1.00	0.50	0.60	0.50	1.00	0.70	0.50	0.56	0.54	0.61	1.00	0.52	0.70	0.50	0.33	0.46	0.88	0.50	0.75	0.75	0.43	0.57	0.67	0.56	0.67	0.60	1.00	0.67	0.50	0.50	0.50	0.75	0.33	0.40	0.50	0.33	0.50	1.00	0.73	0.50	0.75	0.67	0.40	0.68	1.00	1.00	0.50	1.00	0.50	0.33	0.50	1.00	0.43	0.33	1.00	1.00	0.33	0.55	1.00	0.60	0.29	0.75	NA	0.60	0.63	0.33	0.50	0.67	0.67	0.67	0.47	0.33	0.62	0.56	0.59	0.54	0.67	0.67	0.50	0.50	0.50	0.75	0.58	0.61	0.57	0.39	0.38	NA	0.67	1.00	0.38	0.66	0.52	0.80	0.40	0.67	NA	0.75	0.50	0.38	0.75	1.00	0.67	0.56	0.55	0.45	1.00	0.33	0.50	0.60	0.35	0.50	NA	0.71	0.40	0.50	NA	NA	0.58	0.83	0.80	0.57	0.50	0.45	NA	0.75	0.73	NA	0.75	0.60	0.75	0.40	0.50	0.60	0.56	0.70	NA	NA	NA	NA	0.57	0.44	NA	1.00	NA	NA	0.67	1.00
ran_74.txt	NA	0.50	0.50	0.29	0.50	NA	NA	0.62	1.00	0.40	0.40	0.50	0.46	0.63	NA	0.50	0.75	1.00	1.00	0.36	0.25	0.67	0.50	1.00	0.67	0.43	0.50	0.62	0.60	0.75	NA	0.54	0.62	0.40	0.84	0.60	1.00	0.40	0.70	0.50	0.46	0.55	0.50	0.50	0.83	0.67	0.62	0.50	0.64	0.60	0.67	0.50	0.50	1.00	0.65	0.67	1.00	0.62	1.00	0.60	0.55	0.50	0.71	0.52	0.62	0.62	0.69	0.45	0.56	0.57	0.60	0.67	0.57	0.50	0.50	0.50	0.60	0.75	0.83	0.67	0.75	1.00	0.50	0.40	0.83	0.55	0.58	1.00	0.83	0.50	0.48	NA	0.75	0.67	0.37	0.63	1.00	1.00	0.43	0.50	0.50	0.62	0.67	0.67	0.71	0.33	1.00	0.50	0.33	0.54	0.60	0.50	0.57	0.56	0.50	0.80	0.55	0.20	0.71	0.58	1.00	0.50	0.53	0.67	0.58	0.44	0.62	0.59	1.00	0.67	0.33	1.00	NA	0.89	0.67	0.62	0.56	0.56	0.42	NA	0.66	0.67	0.75	0.55	0.50	0.75	0.57	0.46	1.00	0.40	0.50	0.57	0.62	0.50	1.00	0.80	0.53	0.64	0.50	NA	0.50	0.50	0.82	0.57	NA	0.64	0.50	0.60	NA	1.00	0.57	0.67	0.40	0.60	0.67	0.58	NA	0.60	0.78	NA	1.00	0.43	0.50	0.43	0.50	0.67	0.45	0.44	1.00	0.50	NA	NA	0.56	0.62	NA	1.00	0.50	NA	1.00	0.60
ran_75.txt	NA	0.43	0.50	0.67	0.88	NA	NA	0.75	NA	0.60	0.78	0.64	0.30	0.62	0.50	0.50	0.50	0.50	0.75	0.60	NA	0.75	0.50	0.50	1.00	0.33	0.80	0.78	0.50	0.60	NA	0.49	0.48	0.60	0.55	0.60	1.00	0.80	0.33	0.50	0.52	0.50	NA	0.86	0.75	0.67	0.75	0.50	0.73	0.78	1.00	1.00	1.00	NA	0.62	0.44	NA	0.40	0.50	0.44	0.49	0.35	0.67	0.53	0.54	0.62	0.57	0.43	0.62	0.56	1.00	0.50	0.40	0.86	1.00	0.67	0.60	0.67	0.67	0.60	1.00	NA	1.00	0.60	0.50	0.64	0.62	0.67	0.67	0.50	0.63	NA	0.75	1.00	0.50	0.65	1.00	1.00	0.88	NA	1.00	0.50	0.50	0.67	0.60	0.33	1.00	1.00	0.33	0.71	0.80	0.50	0.43	0.44	0.67	0.60	0.51	0.50	0.57	0.62	0.50	0.67	0.42	0.50	0.58	0.50	0.53	0.70	0.67	0.83	0.67	1.00	0.67	0.56	0.52	0.59	0.47	0.68	0.50	NA	0.52	0.67	0.71	0.58	0.53	0.80	0.60	0.56	1.00	0.71	1.00	0.75	0.62	1.00	0.67	0.43	0.48	0.71	0.33	0.50	0.50	0.50	0.59	0.43	NA	0.43	0.67	0.56	NA	1.00	0.56	0.75	0.40	0.40	0.67	0.40	1.00	0.73	0.73	NA	0.50	0.67	0.75	0.62	NA	0.60	0.59	0.92	NA	NA	NA	NA	0.50	0.70	NA	0.50	1.00	NA	0.33	0.50
