#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b4322//rpnB//b1391//b2628//
GO_0071709_5	b0151//b2065//b3900//b2430//b1224//b3959//b3355//b1094//b1554//b2927//
GO_0071731_5	b2838//b4379//b3022//
GO_0071732_6	b1306//
GO_0071769_5	b1014//
GO_0071804_3	b1424//b3320//b1167//b4055//b3501//b1961//b0094//b0813//b3546//b0675//b3842//b4304//b2704//b3260//b2515//
GO_0071805_4	b0828//b3148//b4705//b3950//b2113//b1313//b2913//b0924//b0110//b3385//b3035//b3366//b3751//b4394//b2296//
GO_0071806_6	b3017//b3501//b0999//b0272//b3787//b3395//b2508//b2370//b0729//b1943//b3806//b0341//b0589//b4378//b2041//b2929//b0708//b3461//b0891//
GO_0071807_8	b1269//
GO_0071824_5	b0053//
GO_0071826_5	b2079//b3368//b3032//b3516//b3933//b2611//b3307//b4193//b2800//b3146//b4311//b1216//b4106//b1209//b2688//b1696//b0124//b1779//b3279//b2905//hexR//b0226//b1438//b1247//b0046//b1944//
GO_0071897_6	b2240//b1042//b2798//b0349//b0630//b3828//b2882//b1603//b3940//b0608//b3234//b2551//b0970//b0823//b2935//b1621//b4139//b3597//b1378//b1123//
GO_0071915_9	b3479//
GO_0071932_8	b4586//
GO_0071934_6	b4178//b2604//b1992//
GO_0071941_4	b0061//b4196//b2308//b3613//b3189//b0630//b0179//b2564//b3543//
GO_0071945_7	b1136//
GO_0071951_8	b3316//
GO_0071963_4	b0531//
GO_0071973_6	b0207//b3990//b3172//b4254//b2425//b2752//b0294//b3510//b0053//b4191//b2134//b1438//b1079//b0366//b1220//b0506//b3317//b0553//b2927//b2821//b0262//b2673//b1745//b3035//b3879//b3772//b0934//b0593//b2611//b3204//b0802//
GO_0071975_4	b3129//
GO_0071977_5	b1526//
GO_0071978_7	b2792//b3035//b2684//b1959//b3057//b3300//b4220//b2182//b3659//b3950//b0802//b2563//b4373//b2241//
GO_0072321_6	b1988//b4207//
GO_0072322_6	b1732//
GO_0072323_7	b0264//
GO_0072329_7	b3533//b3912//b0757//b1830//b4383//b3578//b0896//b3331//b2765//b2296//b0822//b1515//b1062//b0378//b3936//b3668//b1344//b2843//b3124//b1205//b1024//b4300//b3607//b0995//b3541//b3822//b0997//b0620//b1960//b1718//b3871//b1642//b2706//b4559//b3806//b2133//b3912//b1676//b3664//b1013//b0948//b2918//b3219//b0340//b2595//b4322//b3613//b1827//b2253//b4467//b3912//b1993//b3056//b0895//b3260//b2789//b1956//b1993//b4154//b1022//b0185//b0874//b4326//b3408//b1767//b1098//b3582//b1994//b0908//b3712//b1340//b0212//b3021//b0518//mltG//b0153//b2796//b3983//b2792//b2906//b1614//
GO_0072330_7	b1614//b2901//b0121//b2451//b2418//b3826//b0054//b3183//b4197//b3179//b0999//b4319//b4059//b3664//b2108//b1243//b1857//b3687//b3740//b0313//b1440//b2551//b2011//b1008//b1817//b2134//b1639//b0344//b3264//b3942//b2383//b0086//b2918//b1917//b2344//b3330//b3543//b1930//b1584//b0757//b2198//b2533//b3409//b1344//b3481//b2628//b3476//b3722//b0149//b3021//b0723//mltG//b2335//b2354//b1944//b1066//b3309//b0956//
GO_0072337_6	b3291//b0135//b2808//b2630//b2955//b0662//b3645//b1715//b4305//b3877//b4087//b3250//b2838//b4662//b1466//b0864//b3225//b2569//b2358//b2797//b1601//b0591//b3737//b3347//b3053//b3110//
GO_0072344_7	b0417//b0112//b4081//b3371//
GO_0072348_5	b3511//b2493//b3879//b0930//b2981//b0269//b4378//b3645//b1220//b3850//b0604//b1053//b0914//b1340//b0002//b3426//b1291//b3095//b4320//b1103//b1262//b1054//b0731//b4097//b2374//b1988//b3457//b2981//b1427//b1580//b0272//hprS//b1159//b3842//b2339//b2628//b3736//b1651//b0795//b4172//
GO_0072350_7	b4702//b4168//b1434//b2611//b0571//b0587//b3917//b2126//b1739//b3824//b2515//b3807//b1514//b3366//b1348//b1826//b4474//b1913//
GO_0072488_7	b3460//b4054//b2937//b0864//b0978//b1901//b4403//
GO_0072490_6	b3984//b2947//
GO_0072491_6	b0401//b4241//
GO_0072501_7	b1084//
GO_0072502_7	b3866//
GO_0072503_7	b0478//b2827//
GO_0072505_8	b0435//
GO_0072506_8	b1545//
GO_0072507_8	b3534//b1522//b1945//
GO_0072511_7	b2496//b3866//b0775//b0783//b1678//b2661//b1944//b2704//b1967//b4078//b2663//b3533//b2533//b0184//b3887//b2180//b2893//
GO_0072512_7	b3807//b2975//b2503//b0348//b0533//b1905//b1049//b3834//b3838//b0024//b0156//b3412//
GO_0072521_5	b0194//b4195//b2096//b0348//b3209//b3020//b1874//b1191//b3480//b1489//b3683//b0614//b3406//b0546//b4106//b2104//b2870//b3664//b2503//b1885//b3056//b2144//b1856//b0752//b1189//b0276//b1696//b3572//b2032//b2606//b0611//b0199//b0838//b1961//b1552//b1340//b2416//b1060//b2559//b3542//b1211//b4254//b0629//b2234//b3737//b0934//b0413//b3063//b2794//b4027//b2792//b0098//b2498//b2962//b1388//b3041//b1981//b3742//b0367//b3653//b1736//b0091//b2407//b1450//b3344//b4162//b0410//b0604//
GO_0072522_6	b3794//b0405//b3668//b0436//b2739//b1609//b1728//b0118//b2897//b0192//b3296//b2183//b2435//b1652//b4501//b3791//b1580//msrQ//b1188//b3423//b0881//b2554//b3012//b3336//b1575//b1832//b3950//b3903//b0228//b0940//b1550//b3390//b3717//b2981//b3826//b3390//hiuH//b0798//b4237//b4092//b4315//b0022//b1646//
GO_0072523_6	b2100//b4346//b4130//b0586//b3017//b3296//b2011//b1439//b4055//b0023//b2750//b0896//
GO_0072524_5	b3949//b0572//b1276//b4014//b3076//b1861//b1812//b3751//b2431//b3167//b4481//b1772//b4024//b2541//b0423//b3204//b3021//b1702//b1874//b3728//b1684//b1728//b1393//b1833//b1247//b0880//b3960//b0060//b2010//b3349//b3809//b2746//b4352//b0983//b3404//b2338//b0081//b3304//b2703//b1045//b2683//b0093//b4377//b1526//b1506//b2389//b3604//
GO_0072525_6	b2399//b0191//b1035//b1719//b2828//b2568//b2539//b3894//b2888//b1520//b2554//b2079//b4299//b4043//b0208//b2914//b1435//b3959//b3984//b4173//b2409//b2138//b0594//b0263//b1914//b3268//b1602//b2666//b3754//b2661//b3709//b2923//b1856//b2131//b2268//b0642//b2068//
GO_0072526_6	b3956//b1991//
GO_0072527_5	b4666//b2559//b2533//b0521//b3582//b1680//b3205//b2546//b3365//b1679//b4005//b1473//b4120//b4380//b1939//b1324//b3415//b0653//b0911//b3547//b1388//b4119//b1824//b2877//b0939//b3300//b2837//b1300//b0376//b3996//b3229//b1409//b4235//b4065//b2206//b2040//b2896//b3169//b3057//b3289//b1857//b0480//b1821//b1695//b2529//b4258//b3114//b3926//b2704//b1320//b1238//b2556//b3223//b1018//b0076//b2806//b1978//
GO_0072528_6	b3543//b3310//b2292//b3361//b0401//b1882//b3081//b4143//b2981//b3805//b2320//b2997//b0093//b2791//b4198//b3127//b2092//b2794//b3423//b3460//b3533//b4139//b3135//b3312//b1943//b1469//b3866//b2607//b2808//
GO_0072529_6	b2727//b0063//hexR//b1804//b3141//b0225//b3118//b2183//b3294//b3902//mltG//b2209//b3612//b1092//b0369//b3168//hexR//b1201//b4586//b2382//b0433//b3163//b4559//
GO_0072530_6	b4171//b2546//b0241//b0740//
GO_0072531_6	b3113//b3317//b3927//b0718//b4380//b4559//
GO_0072581_9	b0911//
GO_0072593_4	b1838//b3130//b2905//b2579//b3839//b3929//b4024//b1655//b2521//
GO_0072594_5	b0555//
GO_0072599_6	b0924//
GO_0072657_6	b2502//b1404//b4053//b2707//b1853//b1053//b1959//b0623//b1374//ftp//b2702//b2520//b0051//b1207//b0296//b0627//b2019//
GO_0072714_5	b2501//
GO_0075713_7	b3645//b0191//b2011//
GO_0080033_5	b1615//b1038//
GO_0080090_5	b0734//b3823//maoP//b1835//b1511//b1601//b2935//b1433//b4261//b1554//b3229//b3753//b4114//b1737//b0908//b3481//b0887//b3180//b2232//b3336//b2897//b1216//b3828//b1034//b2389//b3093//b0880//b4074//b1131//b3026//b0777//b2476//b0514//b3400//b2568//b0638//b2165//b1379//b4399//b2406//b0797//b0054//b0765//b1534//b4179//b3343//b4067//b4484//b2338//b3258//b0824//b2509//b1916//b0803//b2423//b0213//b1399//b4268//b0198//b2491//b3057//b2801//b3741//b3465//b3860//b3172//b3594//b0197//b3261//b0835//b2009//b1776//b0633//b1389//b0573//b1008//b0954//b3393//b4246//b1122//b3460//b1279//b3317//b0020//b0738//b2559//b3094//b2131//b0504//b2011//b1766//b0125//b1886//b0440//b0452//b3907//b1885//qorA//b2287//b1433//b4347//b1285//b2178//b1743//b3997//b3931//b4219//b1526//b2427//b1009//b1569//b1493//b3927//b0427//b2788//b2980//b2937//b2532//b1895//b0366//b2529//b0941//b0573//b1128//b0446//b2308//b4195//b0159//b2061//b3707//b0945//b3730//b1047//b3782//b1819//b2374//b2209//b3179//b3262//b4203//b0726//b4249//b0314//b1849//b3341//b1393//b1215//b3298//b3957//b3894//b2219//b1778//b1194//b0846//b1249//b0587//b1818//b3878//b3845//b1126//b0995//b2544//b4089//b4154//b1767//b1040//b0060//b1294//b2874//b4151//b1281//b2100//b0086//b1468//b2946//b1260//b1679//b3034//b3520//b2302//b1580//b3993//b3952//b1238//b0632//b0776//b4268//b0328//b2918//b2024//b3836//rpnD//b4032//b3080//b3342//b3784//b0975//b3720//b0526//b0809//b3609//b0344//b0350//b3870//b3831//b3669//b2518//b0765//b0802//b2387//b1887//b2524//b4602//b0573//b1575//b0299//b3344//b0097//b0008//b3417//b2998//b3128//b3544//b1344//b1374//b1336//b0768//b0449//b3317//b3965//b2511//b4666//b3155//b2217//b1468//b0451//b2362//b4302//b2667//rhmD//b3954//b0459//b1223//b0411//b3571//b4032//b2400//b0393//b3309//b2615//b3772//b2523//b1078//b1637//b3299//b3713//b0242//b0662//b2261//b4355//b3251//b2708//b3824//b4465//b0942//b3746//b1707//b3503//b2370//b2500//b0233//b2630//b2268//b4029//b3431//b1465//b2540//b2564//b3836//b2151//b3221//b4136//b4196//b0836//b1916//b1739//b0762//b2429//b4136//b0085//b0241//b0943//b2923//b3645//b1024//b1376//b4394//b2121//b3114//b1323//b3089//b2756//b0129//b4142//b0752//b0112//b3932//b2785//b1018//b0776//b3225//b1769//b2113//b0659//b1207//b2670//b1429//b0981//b0741//b2709//b3024//b3259//b3519//b3396//b3070//b3149//b0896//b3785//b4237//b2341//b0074//b3996//b2538//b3216//b1284//b0398//b1835//b1343//b2024//b2803//b3524//b1299//b1440//b1409//b2155//
GO_0080111_4	b3580//b1926//
GO_0080134_5	b3627//
GO_0089705_7	b1450//b4323//
GO_0089709_7	b0616//b4189//
GO_0089718_7	b2630//b1407//b3138//b4081//b3096//b2062//b2140//b0450//b0408//b2295//
GO_0090066_4	b3668//b0762//b2342//b2126//b4384//
GO_0090068_7	b1078//
GO_0090069_5	b0659//b2519//b0507//
GO_0090071_6	b1128//b2028//b0377//
GO_0090087_6	b3936//b4166//b3376//
GO_0090116_7	b0576//
GO_0090143_4	b3113//
GO_0090150_5	b3229//b3291//b2168//b2703//b0530//b2276//b3769//b0742//b2962//b1176//b2699//b0678//
GO_0090304_5	b1281//b2380//b2175//b1111//b2746//b1694//b1533//b2796//b3591//b3349//b1798//b3297//b3116//b4249//b1738//b2752//b3824//b3994//b2890//b3252//b4101//b1477//b3829//b0905//b0634//b3060//b0159//b1922//b3026//b2531//b0144//b0553//b2008//b3682//b2890//b3161//b0942//b0630//b2213//b2947//b2128//b0197//b2175//b3994//b3748//b0857//b3819//b1920//b0929//b2481//b1236//b3541//b0853//b2338//b2888//b2576//b1710//b0575//b2785//b1189//b0062//b2010//b4177//b4267//b0799//b1662//b3234//b3878//b2806//b2556//b1661//b2918//b2659//b0178//b4050//b0933//b2581//b1238//b2318//b4224//b1399//b2894//b4393//b4133//b3800//b1404//b3201//b1259//b0531//b0741//b1812//b0020//b4241//b1593//b2787//b2146//b1790//b0741//b3528//b0487//b2312//b4350//b0422//b1822//b0160//b1206//b2469//b3790//b0614//b2195//b0514//b0036//b3363//b3189//b4361//b3139//b2844//b1333//b2892//b0136//b4361//b3783//b3415//b1856//b3131//b4321//b1127//b2905//b0675//b0446//b3386//b4128//b2079//b1342//b1243//b2199//b1061//b0480//b4245//b2592//b1865//b2627//b1606//b1285//b0571//b0632//b3306//b3912//b3725//b0086//b1497//b4034//b4363//b1619//b2435//b3950//b2169//b0382//b1815//b1584//b0932//b3651//b0386//b2827//b2062//b0212//b0480//b3282//b0597//b4378//b0877//b2069//b3290//b1478//b1099//b2026//rpnB//b4076//b2751//hexR//b4409//b0185//b4043//b3790//b2114//b0511//b0160//b3422//b2780//b3641//b1004//b3956//b4016//b1492//b4377//b3809//b0764//b3182//b0675//b3812//b1772//b3201//b2842//b1061//b0261//b3244//b0697//b0111//b2004//b2507//b4221//b2422//b0069//b1731//b2558//b1069//b3961//b0469//b0980//b1623//b1749//rhmR//b0220//maoP//b1487//b1011//b2195//b3997//b4554//b3717//b0793//b4618//b4065//b3247//b2362//b1260//b3608//b2835//b4059//b1286//b0995//b2068//ftp//b3509//b3539//b3607//b3502//b3292//b4318//b3741//b3769//b4665//b1564//b0237//b4252//b4520//b4067//b3676//b0162//b0191//b2710//b3569//b3672//b2563//b0254//b1236//b4524//b1783//b3835//b2740//b3637//b3623//b3181//b3753//b0835//b3774//b3037//b2912//b2566//b3178//b0447//b0790//b0762//b3615//b0109//rpnD//b0072//b4191//b1766//b1011//b3115//b2082//b3871//b4288//b1728//b1174//b4520//b2889//b3637//b0853//b4177//b2519//b2528//b4025//b0959//b0835//b4393//b0907//b0151//b2579//b2329//b4142//b0891//b2600//b0299//b3572//b1756//b1304//b2405//b2260//b1191//b3096//b3612//b2506//b2839//b0783//b2165//b1293//b2492//b4388//b3252//b0231//b0892//b2757//b3025//b3622//b2955//b0415//b3269//b0827//b0121//b0382//b1848//b4279//b2023//b2716//b2810//b0406//b3221//b3742//b1597//b0241//b1253//b0200//b1916//b2667//b2233//b0824//b0721//b1919//b2234//b1701//b2005//b1336//b0595//b3243//b3736//b3113//b0861//b0162//b2108//b0529//b3441//b0578//b1701//b0241//b0889//b1635//b2335//b3470//b3697//b0730//b0491//b0175//b4026//b0835//b3301//b0655//b0938//b4219//b2803//b2143//b3477//b1856//b1410//selU//b1473//b3412//b0476//b3794//b0154//b0348//b3994//b3393//b2068//b0685//b1163//b1676//b0096//b4193//b0030//b0878//b0336//b1912//b4371//b1082//b3092//b1879//b1176//b3719//b1886//b1943//b1579//b0450//b2399//b2521//b0963//b0894//b2615//b4195//b2552//b2011//b2476//b0136//b0551//b2893//b1851//b2198//b2196//b2828//b3654//b1212//b1478//b2262//insI3//
GO_0090305_6	b1344//b3289//b1829//b1615//b0323//b2611//b2715//b3386//b2483//b3008//b2409//b1187//b2582//b2203//b3781//b1277//b3057//b1932//b1832//b0781//b1985//b2296//b0653//b1327//b0920//b2285//b3949//b4388//b2100//b0892//b2184//b1307//b2212//b3580//b2496//b2037//b2961//b1603//b0622//b3241//b2098//b2268//b1515//b1799//b1182//b1709//b1779//b0794//b0508//b0382//b1397//b3008//b4187//b1334//b2266//b4513//b2517//b4267//b0784//b0902//b4666//b4194//b0120//b3511//b2891//b2870//b0539//b4209//b3982//b4015//b1917//b0423//b4380//b3375//b4113//b0497//b0528//b3939//b4084//b0051//b1879//
GO_0090313_8	b3877//b3949//
GO_0090329_8	b3057//b1724//b4484//b0953//b2616//b0058//b1782//
GO_0090347_6	b1266//
GO_0090352_6	b2820//
GO_0090357_7	b2169//b0211//
GO_0090358_8	b3128//
GO_0090407_5	b0089//b1191//b2905//b0208//b2418//b3703//b1342//b2131//b0491//b1508//b3060//b1224//b4219//b0578//b4326//b4266//b1684//b3829//b3564//b2246//b3709//b2930//b4072//b0685//b1445//b2131//b2015//b3203//b0305//b3770//b1336//b0242//b4269//b2730//b1384//b1621//b2009//b3973//b2689//b3139//b2242//b3292//b2592//b3493//b3529//b4384//b3010//b0941//b2235//b4197//b2425//b1398//b2843//b3070//b3662//b2162//b3624//b2696//b3268//b1094//b4119//b2480//b2971//b2675//b2196//b3782//b2631//b1274//b3460//b1210//b0847//b2289//b0924//b4035//b4136//b3935//b1088//b0640//b3321//b2208//b4266//b3179//b3733//b0882//b3303//b3522//b0594//b1780//b3076//b3601//b2998//b2369//b0151//b2542//b2964//b1520//b3781//b2910//b3017//b3986//b1129//b3181//b2277//b3565//bioP//b0260//b0870//b1521//b1111//b0874//b2114//b1823//b3389//b1978//b3809//b2093//b0076//b0425//b1775//b3742//b2185//b0071//b2207//b2662//b2374//b3630//b1317//b1715//b0742//b1614//b3201//
GO_0090487_4	b0968//
GO_0090501_7	b2393//b3958//b0287//b1833//b3924//b3952//b0438//b3219//b2531//b2224//b4471//b1882//b2364//b0633//b3931//b3838//mltG//b3192//b3025//b3025//b3237//b3737//b1693//b1259//b2407//b4312//b4682//b1024//b1465//b1109//b2925//b3553//
GO_0090502_8	b4132//b1756//b2301//b2381//b2149//b1438//b2128//b0546//b3052//b2493//b4075//b1658//b3734//b3256//b1535//b3310//b1474//b0153//b0025//b4166//b2947//
GO_0090503_8	b0212//b0350//b1045//b0954//b2735//b1535//b4379//b3877//
GO_0090529_5	b1260//b2296//b3403//b2918//b2383//b0577//
GO_0090540_10	b0182//b1518//b1620//
GO_0090549_5	b1211//b2350//
GO_0090605_5	b3590//b1476//b3429//b4392//b1606//b1421//b3878//b2511//b1892//
GO_0090609_6	b4015//b3244//b2607//b3869//b3424//b1133//b0905//b0940//b2670//
GO_0090662_6	b1651//
GO_0097035_4	b3791//hxpB//
GO_0097056_7	b4071//
GO_0097164_4	b3499//b2573//b1021//b4682//b2106//b0134//b3701//b2740//b3754//b2744//b2942//b2786//b0162//b4340//b1278//b1189//b0231//b2216//b0947//b0023//b4309//b1252//b2264//b0967//b3774//b1370//
GO_0097237_5	b0546//b0724//b1552//b0028//b0688//b1072//b3605//b4035//b1603//b2697//
GO_0097264_6	b2009//
GO_0097286_10	b2017//
GO_0097292_8	b2132//
GO_0097293_9	b1704//
GO_0097304_7	b2429//
GO_0097305_5	b2808//b0603//b0497//b3872//b0796//b1257//
GO_0097339_7	b2217//
GO_0097366_5	b3648//b2676//b1158//
GO_0097428_6	b4306//b3562//b2913//b3139//b1037//b3166//b2407//
GO_0097435_4	b1487//b2350//
GO_0097501_4	b1849//
GO_0097502_4	b2631//
GO_0097510_7	b0007//
GO_0097532_4	b2129//
GO_0097533_5	b2436//
GO_0097577_5	b2415//b0073//b3347//
GO_0097588_5	b4391//b3744//b0156//b3834//b0153//b3933//b1718//b4358//b2559//b0864//b2544//b0030//b3512//b2231//b3993//b0307//b0242//b2146//b4242//b0859//b1914//b4465//b3726//b3866//b0231//b2947//b0318//mltG//b0221//b2538//b2474//
GO_0097638_8	arcC//b4586//b3643//b0081//
GO_0097659_7	b0215//b2553//b3933//b3907//b4028//b0045//b0238//b2665//b0002//b4302//b3177//b1045//b1833//b0081//b1045//b1678//b3525//b2389//b2761//b3331//b1535//b3860//b1133//b2541//b2728//b4122//b1298//b3965//b1207//b1145//b3889//b1652//b4141//b3632//b0062//b3905//b1111//b0481//b2361//b0957//b1384//b3512//b3067//b3006//b0867//b0949//b2926//b3745//b0508//b1061//b3732//b2537//b0683//b3788//b0750//b0462//b0738//b4557//b3227//b2733//b0256//b1297//b4191//b1272//b4237//b3952//b4481//b4254//b0160//b0905//b0022//b3955//b1499//b1595//b1073//b2417//b2869//b0980//b3262//b3185//b2834//b3407//b3754//b1184//b1987//b1743//b3849//b4524//b3260//b3370//b2806//b2865//b0513//b4219//b3463//b1479//b3403//b2161//b1203//b3528//b1544//b1878//b1389//b2509//b3600//b3943//b3839//b4133//b2794//b0214//b1105//b2689//b3216//b3271//b4361//b1892//b4666//b3185//b3735//
GO_0098002_8	b4393//
GO_0098542_4	b2017//b3389//b3008//b3265//b1714//b0426//b4312//b2791//b0571//b3066//
GO_0098586_5	b3712//b0730//b4085//
GO_0098655_7	b2963//b3289//b4403//b0313//b3349//b2213//b1241//b3885//b1449//b0007//b1575//b1424//b4011//b3702//b0662//b3256//b1014//b2666//b0405//b3941//b1756//b3985//b4320//b1798//b2745//b0254//b3687//b2361//b0721//b3884//b3994//b3023//b1260//gpr//b1333//b4082//b0031//b1545//b0602//b1681//b2808//b2836//b2323//b0583//b2393//b1323//b0383//b4266//b3981//b1858//b4245//b2828//b3255//b1093//b0820//b0675//b3115//b3985//b0103//b1380//b0186//b1514//b3912//b3905//b4357//b1576//b4202//b1732//b0415//b1718//b1352//b1575//b2597//b3205//b2704//b2157//b2086//b4301//b2844//b0808//b3412//b4662//b1639//b1564//b2561//b0959//b3722//b1476//b4471//b2972//b1883//b0254//b1249//b4082//b3524//b1807//b2241//b3819//b3713//b1576//b0730//b0315//b0862//b2835//b4220//b2381//
GO_0098656_7	b3127//b1468//b3162//b0405//b0054//b2104//b0981//b3708//b4235//b1776//b2920//b0937//b1848//b1301//b2617//b0937//b2168//b4394//b2131//hxpA//b1167//b3806//b4174//bioP//b2206//b4136//b0595//b4208//b0432//b3486//b0622//glsA//b1663//b3994//b2553//b1202//b2561//b1178//b0779//b3562//b2032//b2528//b2381//b2552//b1198//b4193//b1848//b3601//b2599//b4470//b2150//b2531//b2400//b3973//b0611//b2782//b2335//b0925//b2182//b3812//b1864//b2631//b2163//b4196//b1093//b3512//b0420//b2153//b2565//b1320//rpnD//b0832//b4187//b1927//b1712//b1482//b4246//b4118//b2493//b1743//b0855//b0996//b1859//b2746//b3481//b2509//b0085//b0307//b4380//b1120//b1538//b3630//b4193//b0811//b1076//b0339//b4099//
GO_0098657_5	b2564//b3199//b0003//b4379//b3345//b2367//b1886//b3622//b0184//b0738//b1535//b1745//b1165//b0430//b4565//b1610//b3511//b2803//b3517//b0066//
GO_0098659_8	b0733//b4154//
GO_0098660_7	b3544//b0607//b3883//b3834//b1888//b1271//b1222//b3934//b1544//b2481//b2180//b2841//b2662//b3932//b3331//b3877//b2451//b0918//b3181//b2631//b1265//b0698//b0528//b3130//b4324//b0996//b0612//b0755//b0207//b1281//b2364//b1534//b3653//b0452//b1919//b1022//b4235//b4079//b0597//b4141//b3935//b2366//b0393//b1174//b4378//b0340//b0765//b1477//b0939//b0349//b1389//b1118//gapC//b3064//b2980//b1967//b2287//b2367//b3673//b3721//b0873//b0112//b4197//b0178//b1258//b2686//b3785//b0408//b0329//b1743//b3201//b3770//b4100//b1387//b2149//b1945//b1814//
GO_0098661_8	b2926//b0930//b2105//b3390//b3665//b1895//b1128//b4055//b2465//b1723//b2554//b4177//b0430//b1694//b0808//b1158//b0369//b0314//b3433//
GO_0098662_8	b0931//b3771//b3188//b1799//b2524//b2595//b3826//b1800//b1511//b0611//b4687//b2109//b3733//b2893//b1275//b3140//b1185//b0974//b2086//b1987//b2326//b4033//b2696//b0659//b0724//mltG//b0766//b1635//b4352//b0215//b1385//b2964//b3204//b0729//b3735//b4072//bioD1//b0077//b1096//b4305//b0824//b3590//b3615//b0262//b2311//b2492//b4025//b1127//b0890//b3326//b2609//b3296//b0896//b2150//b1035//b1045//b2442//b2133//b1042//b0413//b1821//
GO_0098670_7	b0469//
GO_0098704_7	b2976//b3907//b1888//b2220//
GO_0098707_10	b2121//
GO_0098708_8	b2925//b1650//b1266//b4147//
GO_0098710_7	b3843//b0854//
GO_0098711_9	b3721//
GO_0098713_8	b2494//b0605//b2469//b2712//
GO_0098719_9	b0841//
GO_0098732_6	b1253//b3526//b1018//b0904//
GO_0098739_6	b3659//b3899//b3941//insI3//b1881//b0526//b1926//b1924//b0860//b0467//b3075//b2744//b0512//b0348//b3517//b1619//b2748//b1018//
GO_0098771_7	b3875//b0681//b2818//b0090//b4428//b1563//b1183//b0531//b3454//b4524//b3708//b4041//b1569//b2163//b1817//b1127//b3012//b2077//b0695//b1075//b2560//b3991//b1477//b1520//b0607//b3040//b1655//b0993//b1475//b1812//b2111//b0661//b0570//b1202//b3697//b4374//
GO_0098776_7	b4022//b2796//b0040//b1466//b1902//
GO_0098795_9	b3227//
GO_0098869_4	b3919//b3669//b1592//b3936//b3316//b0967//b2220//b0097//b2788//b2828//b2545//b3904//b1713//b3019//b0176//b3353//b0850//b4173//b0877//b4467//b0049//b4230//
GO_0099046_5	b0318//b3178//
GO_0099116_10	b0162//
GO_0099131_7	b0553//
GO_0099132_7	b1221//b0940//b2104//b3632//b3458//b4014//b1945//b0731//b0063//b3577//b1521//b0479//b1887//b2052//b1324//b1054//b3057//b0022//b0708//b2009//b1238//b3037//b0087//
GO_0099133_8	b2435//b3503//b2697//b2577//b2918//b4378//b1314//b3317//b3026//b0256//b3224//b0238//b4087//b1226//b1831//b2509//b3028//b0598//b3012//b3261//
GO_0099587_7	b0828//b2800//
GO_0101030_8	b0870//
GO_0104004_4	b3887//b1535//b2125//b0444//b3140//b1763//b0003//b0636//b3089//b2594//b0020//b4221//b4219//b2312//b4088//b4315//b3331//b0514//b2211//b2308//b2580//b3056//b0241//b1829//
GO_0110017_7	b4480//
GO_0110095_4	b2738//b4421//
GO_0140115_6	b2594//b0839//b2407//b2220//b4015//
GO_1900190_5	b3370//b1141//b3884//b2569//b1259//b0034//b2155//b0528//b1078//b4065//b3786//b0009//b0353//
GO_1900191_6	b1293//b1520//b0813//b2558//
GO_1900192_6	b3196//b2294//
GO_1900231_6	b1913//b3243//b2100//b1791//b0640//
GO_1900232_7	b3888//b1136//b1330//
GO_1900233_7	b0241//
GO_1900371_8	b3503//
GO_1900372_9	b4392//
GO_1900376_6	b3742//b2617//b1848//
GO_1900377_7	b0764//
GO_1900378_7	b4361//
GO_1900542_7	b3417//
GO_1900543_8	b0881//
GO_1900704_7	b0979//
GO_1900705_8	b2150//
GO_1900725_7	b4301//
GO_1900727_8	b1136//
GO_1900749_6	msrP//
GO_1900751_9	b2817//
GO_1900866_6	b2738//
GO_1901068_8	b1350//b0035//b1302//b4067//b1914//b4290//b0934//b1270//b3404//b0041//b1967//
GO_1901069_9	b0492//
GO_1901070_9	b2532//b3989//b3429//b4193//
GO_1901071_6	b4083//b1293//b4138//b1729//b3897//
GO_1901072_7	b3750//b1712//b3262//b4511//
