#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0972//b1692//xisR//b2897//
GO_0071705_5	b2479//b3849//b2235//b0741//rpnC//b2716//b0993//b2407//b4099//b3243//b3754//b2521//b4072//b1748//b2155//b0429//b0642//b2677//b2148//b2662//b4241//b3048//b2789//b2315//b2296//b2431//b3800//b3928//b0795//b1501//b3669//b1194//b0054//b3296//b1761//b2901//b4280//b2683//b3515//b3541//b1740//b1034//b1842//b3714//b2068//b4241//b4175//b2592//b3672//b1007//b2558//b3130//b0480//b1111//b1513//b4011//b1882//b0754//b0027//b3710//b0574//b3578//b2614//b4388//b1772//b1377//b3144//b4373//b3574//b3791//b4513//b3780//b2753//b2020//b2096//b1326//b3070//b3576//b0440//b2366//b1496//b0783//b3345//b3376//b4252//b3631//b4309//b1270//b1237//b3749//b4602//b2183//b3319//b1440//b3990//b2234//b0574//b2278//b1253//b0930//b0356//b4085//b1838//b4249//b1449//b0577//b0630//b0296//b2962//b3225//b4302//b3502//b3986//b0092//b0294//b0637//b2170//b0805//b2027//msrP//b3318//b3412//b4144//b1339//b2592//b4192//b3990//b1304//b0355//b4261//b2554//b2728//b1135//b0478//b3961//b1265//b1165//b0768//b1829//b4359//b3843//b2699//b0058//b1326//b0121//b2367//b1973//b3986//b1919//b3359//b2074//b2705//b1661//b2481//b1592//b2287//b3989//b4668//b3225//b2556//b2813//b3256//b0699//b0388//b2818//b3247//b1798//b0638//b3941//b1896//b2114//b0927//b0555//b0784//b2500//b2927//b3301//b2133//b4095//b0140//b4052//b3116//b4053//b1601//b0860//b3271//b1856//b2411//b1852//b1711//b2422//b1392//b3247//b4174//b1183//b3121//b1391//b4224//b1554//b1912//b0893//b4464//b4082//b0020//b1564//b3235//b4668//b3249//b0732//b2207//b1002//b2972//b0593//b1113//b3608//b0174//b0315//b0066//b1391//b4052//b4098//b1278//b3686//b0480//b4524//b3875//b3752//b4365//b1104//b3455//b2328//b4227//b3143//b0054//b0417//b2162//
GO_0071709_5	b1126//b2069//b0996//b0177//b0688//b1478//b3247//b4035//b0738//b0949//
GO_0071731_5	b4309//b3453//b0173//
GO_0071732_6	b2431//
GO_0071769_5	b1710//
GO_0071804_3	b2690//b4380//b3630//b1387//b3429//b1719//b4161//b2811//b0679//b1698//b2763//b3981//b2659//b3683//b0094//
GO_0071805_4	b2711//b2600//b2216//b2494//b0698//b2107//b1076//b0348//b1348//b1895//b0076//b1595//b0653//b0001//b0957//
GO_0071806_6	b2235//hxpA//b2289//b1132//b1620//b0410//b0785//b1987//b3262//b2817//b4637//b2716//rpnB//b1184//b2114//b0781//b2896//b4314//b3193//
GO_0071807_8	b0940//
GO_0071824_5	b1247//
GO_0071826_5	b2491//b1234//b1511//b3576//b0805//b1476//b4687//b3494//b0212//b0759//b3612//b1712//b0054//b3290//b4203//b2619//b1863//b3394//b4225//b0076//b3321//b0334//b2566//b2682//b3459//b0301//
GO_0071897_6	b2949//b0933//b2799//b2935//b4321//b4392//b2263//b1772//b3465//b0941//b3672//b1884//b3627//b0659//b0376//b0492//b3690//b3470//b2114//b0256//
GO_0071915_9	b2669//
GO_0071932_8	b3176//
GO_0071934_6	b2992//b3935//b3712//
GO_0071941_4	b2150//b3902//b2669//b2005//b1176//b2840//b3093//b3318//b3459//
GO_0071945_7	b2925//
GO_0071951_8	b4193//
GO_0071963_4	b1916//
GO_0071973_6	b2412//b4468//b2197//b0714//b2933//b1636//b4544//b4468//b4550//b2946//b3232//b1062//b3559//b4148//b0176//b1194//b3407//b1735//b2290//b3984//b4113//b0065//b3247//b0730//b0398//b0534//b2600//b3294//b2949//b4297//b1047//
GO_0071975_4	b3857//
GO_0071977_5	b1860//
GO_0071978_7	b0633//b3269//b1745//b0409//b2742//b3582//b0641//b1342//b1511//yeeL//b3631//b3563//b1885//b0066//
GO_0072321_6	b0340//b0943//
GO_0072322_6	b0708//
GO_0072323_7	b3966//
GO_0072329_7	b3665//b2060//b2536//b4058//b1098//b1864//b0272//b2423//b4123//b1410//b4419//b3583//b1021//b0035//b0158//b3133//b0047//b3476//b0904//b3843//b0422//b3291//b3540//b1522//b1427//b3549//b0269//b0153//b0004//b2799//b0394//b0796//b0003//b4409//b4118//rpnB//b3255//b0417//b2510//b4011//b3296//b0504//b2278//b3424//b1753//b2310//b1071//b0556//b0377//b3915//b2248//b1592//b1235//b1753//b1807//b3496//b3130//b3902//b2314//b2934//b3126//b3734//b0340//b4355//b3749//b2338//b2892//b0265//b1620//b0810//b0915//b4349//b2335//b0088//b0073//b3297//b3203//b3366//b3880//b4096//b1686//
GO_0072330_7	b4097//b2981//b2724//b4019//b3676//b3091//b1303//b4478//b1609//b3081//b3633//b0533//b3464//b3361//b1129//b2785//b0417//b0239//gapC//b0175//b0829//b0261//b4415//b1278//b2094//b3454//b1506//b1448//b3704//b3020//b1533//b0239//b1234//b2912//b2782//b0827//b3544//b3173//b3037//b3915//b2524//b0186//b0129//b1045//b2246//b0166//b3076//b2048//b3599//b0585//b3399//b2698//b3349//b4087//b3730//b3766//b1348//b1896//
GO_0072337_6	b3165//b1281//b2104//b4238//b3933//b2942//b1178//b2955//b3421//b3961//b2797//b2498//b4095//b1094//b1104//b0835//b4207//b0836//b2104//b0958//b3521//b3191//b0123//b1166//b4399//b4109//
GO_0072344_7	b3355//b3311//b1764//b2374//
GO_0072348_5	b1468//b2628//b1676//b0892//b1615//b2069//b2916//b2052//b2661//b4384//b4076//b0096//b0375//b2563//b4666//b3662//b0233//b1557//b1824//b0401//b3857//b1697//b0350//b1350//b0539//b3095//b0881//b0382//b4124//b0040//b3295//b2606//b3748//b1712//b4151//b0415//b0116//b4481//b0047//b1340//
GO_0072350_7	b0938//b2912//b1392//b0078//b2573//b3787//b2631//b2893//b3344//b3725//b1692//b3980//b3193//b1232//b1398//b0953//b4079//b1557//
GO_0072488_7	b0778//b0812//b2041//b4144//b4304//b3857//hxpB//
GO_0072490_6	b3707//b1302//
GO_0072491_6	b0243//b4559//
GO_0072501_7	b2622//
GO_0072502_7	b0058//
GO_0072503_7	b4255//b0838//
GO_0072505_8	srkA//
GO_0072506_8	b0445//
GO_0072507_8	b1482//b2303//b1702//
GO_0072511_7	b3800//b1736//b1202//b3670//b3470//b1973//b2136//b3974//b4016//b0533//b3911//b1564//b1767//b1814//b0098//b3635//b0388//
GO_0072512_7	b3740//b3679//b3563//b1468//b1175//b0860//b2946//b3006//b2062//b2787//b1854//b1772//
GO_0072521_5	b0820//b1658//b0113//b0464//b0924//b2687//b2871//b4240//b3281//b1840//b1021//b1089//b3181//b1579//b3549//b2993//b4106//b0211//b3823//b1890//b3141//b2284//b1487//b1651//b3192//b1232//b3421//b4477//b0959//b3462//b0421//b1776//b2939//b1289//b2379//b3936//b0397//b1563//b0035//b3121//b3066//b0272//b3303//b1045//b4083//b0043//b0231//b0571//b0023//b4191//b3544//b1609//b1378//b0340//b2707//b3221//b1897//b2883//b2742//b2310//b0635//b3199//b4232//b2425//b2368//b0608//b1422//b0060//
GO_0072522_6	b3849//b3183//b3137//b1061//b2269//b3022//b0049//b1702//b1377//b3822//b2750//b4371//b3022//b1178//b2954//b2898//b0425//b0841//b3578//b3909//b0790//b1853//b2438//b3893//b1037//b1410//b3321//b3478//b4169//b3476//b3191//b4070//b0752//b0112//b2042//b0176//b2820//b1731//b0807//b1046//b1039//b2995//b0403//
GO_0072523_6	b3949//b1319//b2526//b4618//b4161//b1223//rpnB//b3809//b0874//b1487//b1244//b4288//
GO_0072524_5	b1610//b3143//b3612//b0742//b3519//b3363//b2976//b2619//b1304//b1261//b1728//b0487//b1740//b1434//b2156//b4078//b2369//b1645//b0717//b1370//b4259//b3876//b1099//b2458//b2060//b0721//b1932//b2998//b3116//b1993//b4131//b1812//b1194//b1617//b1828//b3576//b1140//b3050//b2869//b2963//b1590//b0601//b3642//b3878//b4324//b3525//b3406//
GO_0072525_6	b4665//b1587//b1570//b3386//b4014//b1987//b2624//b3394//b3126//b0158//b3511//b1234//b2077//b3551//b3403//b1323//b3305//b0409//b3844//b3244//b0101//b1280//b4241//b0507//b3288//b2374//b2479//b1919//b0934//b1481//b0894//b2994//b2068//b1252//b3878//b2507//b3253//
GO_0072526_6	b4131//b1395//
GO_0072527_5	b3966//b2817//b1841//b0758//b3752//b4637//b0957//b2478//b2096//b1090//b3519//b2025//b0047//b4374//b4146//b3456//b4249//b3588//b1189//b2960//b0143//b4232//b1050//b2584//b4702//b0112//b0155//b0827//b0781//b3621//rpnA//b3633//b0417//b3690//b3590//b0020//b1580//b3412//b2989//b4018//b2976//b0486//b4375//b2696//b3843//b2610//b3463//b2178//b1023//b0644//b1096//b3581//b0650//b4311//b2526//b3391//b1360//
GO_0072528_6	b1206//b2995//b1597//b0842//b2414//b4467//b1876//b3384//b2715//b1863//b3262//b1808//b4043//b2212//b0383//b4474//b1821//b1841//b4170//b3192//b3083//b1069//b2552//b0270//b3794//b0196//b4085//b0233//b2870//
GO_0072529_6	b4075//b0162//b2705//b3705//b3407//b3631//b3955//b2803//b0918//b3222//b0043//b0177//b3317//b3680//b0197//b3742//b0045//b4340//b4022//b0239//b1885//b4078//b1198//
GO_0072530_6	b2675//b2350//b3339//b0025//
GO_0072531_6	b1409//b2684//b3812//b4101//b1646//b1998//
GO_0072581_9	b2236//
GO_0072593_4	b3931//b2417//b1009//b3067//b3588//b0983//b3255//b2576//b3933//
GO_0072594_5	b3146//
GO_0072599_6	b3731//
GO_0072657_6	b3751//b1089//b4123//b1776//b1932//b1863//b2677//b0034//b2707//b0411//b1449//b1767//b2023//b3689//b1872//b3845//b4297//
GO_0072714_5	b4316//
GO_0075713_7	b2406//b0683//b0565//
GO_0080033_5	b1207//b4059//
GO_0080090_5	b0245//b4014//b2263//b1844//b0334//b1241//b3452//b2435//b4511//b2738//b1202//b0420//b3974//b4392//b1421//b1864//b1263//b1340//b3743//b1187//b1131//b4480//b1210//b1140//b2565//b3819//b1861//b2664//b1769//b3604//b4240//b0175//b0766//b0239//b4065//b4077//b0226//b2436//b2587//b0759//b4122//b1861//b4152//b0300//b0895//b1197//b4052//b3650//b2922//b3306//b3902//b3578//b0723//b1441//b4565//b3114//b1468//b4032//b1786//b2066//b3957//b0750//b1767//b0001//b0587//b2830//b1263//b2675//b2757//b3637//b1250//b2748//b2374//b0452//b3305//b2296//b3331//b2945//b4242//b3939//b3780//b1245//b3125//b2209//b2252//b0186//b0486//b4096//b3543//b2837//b2822//b1481//b3113//b1297//b3017//b3635//b0740//b4476//b1719//b1324//b2981//gpr//glsB//b0099//b4190//b2436//b2256//b1120//b4079//b1378//b0357//b3688//b3499//gpr//b2865//b0731//b3395//b0925//b3497//b1538//b2712//b2717//b4087//b0445//b1296//b1592//b0452//b3521//b3336//b3881//b2829//b0008//b2392//b3963//b1435//b0422//b1701//b4353//b4356//b4198//b2750//b4172//b4087//b2008//b4421//b0064//b3741//b2802//b2438//b4058//b2663//b4072//b3824//b0225//b3049//b0215//b2407//b4337//b3141//b4340//b2627//b2076//b2559//b3017//b0565//b3430//b3292//b0960//b3321//b3068//b0300//b3410//b1211//b2709//b1199//b1272//b2761//b2361//b1849//b0611//b3580//b1189//b0160//b3809//b0886//b1473//b4359//b4481//b4093//b0262//b4024//b0124//b0345//b3450//b0123//b3730//b0775//b4194//b0943//b1038//b0827//b2584//b2627//b3542//b4476//b3068//b1987//b1430//b1040//b3368//b2196//b0437//b0344//b4067//b2595//b0185//b0805//b3899//b3637//b1132//b2170//b1901//b1658//b2830//b1263//b1112//b0086//b3653//b0517//b3298//b3690//b4506//b1397//b1499//b3924//b3165//b2763//b1857//b3193//b0969//b2665//b3809//b3839//b2758//b2103//b2519//b3929//b2808//b1985//b2512//b2901//b2393//b3370//b1236//b2336//b4055//b3967//b2378//b1554//b0782//b1398//b2938//b1333//b1450//b0949//b1123//b3780//b3008//b3597//b1187//b2478//b1253//b0861//b4079//b3774//b1317//b3641//b0270//b1914//b0915//b3925//b1472//selU//b4384//b1918//b0176//b3437//b0067//b3240//b0733//b4042//b2155//b3297//b3551//b3252//b1704//b0400//b3826//b4319//b2503//b1335//b3867//b1394//b3576//b3135//b2342//b0120//b1447//b0553//b3688//b1712//b0141//b1035//b2739//b1130//b1299//b0754//b0451//b4304//b2236//b2511//b4524//b2451//b3934//b0605//b3190//b2889//b3812//b0401//b1035//b3811//b3743//b3911//b3344//b1212//b2154//b1202//b0355//b1282//b0427//b1790//b1256//b2068//b1297//b4026//
GO_0080111_4	b2918//b1518//
GO_0080134_5	b0889//
GO_0089705_7	b0795//b0008//
GO_0089709_7	b2841//b4015//
GO_0089718_7	b1801//b3225//b3146//b3405//b2019//b0480//b4124//b0793//b4280//ftp//
GO_0090066_4	b1079//b4018//b2506//b2992//b4074//
GO_0090068_7	b1339//
GO_0090069_5	b0852//b2014//b0685//
GO_0090071_6	b4377//b2907//b3533//
GO_0090087_6	b2537//b4031//b1829//
GO_0090116_7	b0031//
GO_0090143_4	b2603//
GO_0090150_5	b2631//b2924//b1592//b3654//b2688//b4602//b1482//b0939//b4166//b2952//b2201//b0072//
GO_0090304_5	b3603//b4371//b1302//b0827//b1114//b4084//b2922//b0974//b3743//b3871//b0429//b0048//b4280//b3308//b0585//b2267//b2168//b4324//b2934//b0755//b0063//b3553//b3945//b2542//b3147//b2009//b0025//b1386//b2335//b3683//b3997//b3138//b0184//b4554//b4042//b0225//b1932//b0420//b2729//b1776//b3091//b1812//b3897//b3553//b2061//b2670//b3630//b2963//b4362//b1595//b3301//b0929//b3834//b0842//b2511//b0316//b1286//b1399//b3153//b3502//b2195//b3513//b3687//b0946//b3685//b3720//b0996//b3683//b3250//b3437//b1392//b0504//b3367//b0156//b1226//b3860//b3121//b0652//b3311//b2565//b2786//b1409//insI3//b1737//b2388//b2592//b2751//b0928//b2107//b1007//b0517//b0102//b3205//b2659//b3942//b3486//b2207//b0088//b0024//b2923//b0593//b1284//b1259//b0728//b2252//b0062//b4554//b3606//b1246//b0674//b0069//b0447//b0276//b4189//b3712//b0469//b3637//b4480//b3594//b3774//b3413//b2659//b2924//b2760//b2628//b0178//b4252//b3730//b1211//b0375//b1808//b4358//b0571//b1521//b3903//b3731//b0139//b1201//b2528//b1210//b3985//b4291//b2026//rpnC//b0795//b3609//b0159//b2867//b1166//b3496//b4337//b3605//b2546//b3774//b4532//b2528//b4054//b4554//b3991//b2707//b4094//b1522//b2716//b2560//b2431//b1100//b0058//b4351//b3641//b1013//b3842//b0586//b3962//b2698//b2476//b4702//b1798//b3170//b3212//b0281//b1840//b2869//b2782//b1833//b3706//b4359//b0001//b3718//b3822//b1363//b0846//b0634//b3640//b4687//b4361//b2140//b3733//b0265//b3502//b2389//b2425//b0049//b0535//b1128//b3221//b3453//b3170//b3260//b3939//b1905//b3950//b0742//hxpB//b1612//b0830//b1714//b1207//b2697//b2882//b1511//b2147//b0268//b0983//b3266//b1993//b3903//b0867//b0524//b4394//b3950//b3786//b4249//b2108//b3231//b2327//b1497//b0399//b2997//b0584//b2264//b2811//b3139//b4079//b0411//b2027//b0681//b1263//b4198//b1099//b4350//b0893//b1892//b0409//b0763//b4290//b2026//b2416//b1131//b1245//b1069//b2734//b3117//b2698//b1078//b3403//b0413//b4662//b2213//b3770//b0875//b3442//b1512//b2705//b4637//b2918//b3149//b4172//b3130//b2818//b0425//b3711//b0189//b2290//b3753//b1389//b0029//b0459//b3024//b0546//b0123//b1223//b1851//b2199//b3719//b2201//b2498//b1270//b3141//b1849//b4025//b1202//b2340//b0409//b0871//b4386//b0708//b3704//b3669//b0377//b3615//b2496//b4041//b1178//b2399//b2510//b3952//b3141//b2029//b3384//b2794//b4309//b2564//b4025//b2476//b3023//b0232//b1260//b0478//b2528//b1686//b2662//b3035//b4557//b3906//b2507//b2725//b2569//b2421//b2320//b3161//b0680//b3118//b4225//rpnD//b3615//b3460//b3782//b1930//b2477//b1037//b3933//b2207//b3734//b0972//b2529//b3498//b3780//b1379//b0307//b2281//b2182//b3289//b3330//b2328//b1399//b1265//b3993//b4361//b3956//b2020//b0399//b0867//b3630//b2568//b2742//b3950//b3361//b3737//b0571//b3095//b1664//b0065//b2753//b0343//b4485//b3237//b1913//b3422//b4377//b2233//b3262//b0115//b3632//b2563//b0337//b3568//b1391//b2427//b0805//b0677//b2874//b4022//b2910//b4391//b1391//b0151//b1776//b2631//b3306//b0739//b0789//b1386//b3053//b1478//b4288//b0323//b4101//b3279//b2138//b2295//b2133//b0062//b1099//b3994//b0365//b3877//b1822//b1633//b0081//b2662//b0844//b2100//b0428//b2664//b3892//b2336//b4373//b1597//b4031//b3943//b1599//b2015//b2577//b1370//b0196//
GO_0090305_6	b0127//b0333//b2566//b2028//b1376//b3417//b3965//b0534//b4201//b1092//b1341//b2335//b0597//b4371//b0797//b0551//b3119//b1298//b0422//b0824//b1976//b0168//b2170//b2284//b1397//b3952//b0082//b1756//b0196//b2206//b1545//b1110//b3416//b3608//b3888//b2392//b4153//b4391//b3200//b3229//b1840//b4468//b1312//b4249//b3669//b0159//b2580//b0409//b2994//b1211//b3516//b0624//b2521//b4106//b2198//b3847//b3166//b1817//b3749//b4016//b1192//b4251//b4479//b1852//b3626//b4035//b0465//b3634//b2155//b1493//b1112//b1118//b0574//b0437//b3982//b1012//b1953//b1563//b2701//b3269//b2516//
GO_0090313_8	b4240//b0914//
GO_0090329_8	b1516//b0064//b1222//b3119//b2788//b0776//b1801//
GO_0090347_6	b1010//
GO_0090352_6	b0368//
GO_0090357_7	b3615//b0346//
GO_0090358_8	b4052//
GO_0090407_5	b2830//b2314//b0740//b1619//b0718//b3850//b1220//b0530//b3826//b3305//b0933//b2996//b2624//b3902//b0662//b3607//b1073//b2890//b3960//b0886//b2595//b0058//b3834//b0784//b3304//b3234//b0840//b3543//b3429//b0155//b3399//b1259//b1779//b3682//b2023//b1881//b0652//b4467//b3990//b3401//b2004//b1594//b0875//b0365//b3957//b1261//b2364//b0624//b3601//b4083//b0959//b0763//b2416//b0232//b2529//b0051//b2416//b0941//b0912//b1189//b0766//b1234//b1204//b3643//b2566//b4335//b4322//b1870//b2143//b4092//b1415//b3916//b1645//b0846//b1621//b3392//b3751//b0479//b0629//b2224//b0763//b2753//b0023//b0680//b3299//b0727//b0484//b1136//b0681//hprR//b0443//b0182//b0134//b3247//b0261//b3353//b1340//b3226//b0397//b2845//b2901//b0008//b2287//b0490//b0506//b2576//b1922//b1620//b0588//b1159//b0612//b0564//b0823//b0103//b0506//b4065//b3137//b2501//b0957//b0019//b0313//b2706//b3357//b3546//b1830//b3824//b4080//b3018//b3501//b3250//b2418//
GO_0090487_4	b0486//
GO_0090501_7	b3918//b2442//b4255//b0752//b3053//b0936//b2301//b3778//b2888//b2727//b3811//b0887//b3765//b1644//b4485//b0953//b2509//b2240//b1264//b1514//b3887//b2957//b3029//b4059//glsB//b1394//b3650//b4262//b0312//b3616//b2810//b0047//
GO_0090502_8	b1924//b0478//b0593//b3128//b4662//b3648//b4141//b1991//b2109//b4290//b2157//b3526//b3201//b2194//b3783//b2798//b2896//b2841//b0734//b3689//b2756//
GO_0090503_8	b2506//b3889//b0028//b1841//b0264//b3707//b0426//b1981//
GO_0090529_5	b2533//b0554//b2575//b4093//b0178//b1590//
GO_0090540_10	b2111//b2263//b1526//
GO_0090549_5	b1089//b0028//
GO_0090605_5	b0065//b2282//b2245//b3888//b1587//b4249//b2147//b3204//b0589//
GO_0090609_6	b1103//b3136//b0152//b0729//b0116//b3847//b3481//b1277//b1411//
GO_0090662_6	b2808//
GO_0097035_4	b1680//b2260//
GO_0097056_7	b2913//
GO_0097164_4	b3197//b2949//b3229//b0185//b1234//b2241//b0138//b0650//b0543//b1014//b2682//b4168//b2837//b2929//b2240//b3667//b0823//b3497//b4201//b2308//b4532//b2662//b3718//b2925//b2734//b0762//
GO_0097237_5	b1696//b1939//b3201//b1723//b4172//b2037//b3924//b0709//b0356//b0330//
GO_0097264_6	b0680//
GO_0097286_10	b3857//
GO_0097292_8	b3636//
GO_0097293_9	b2493//
GO_0097304_7	b0034//
GO_0097305_5	b0766//b4230//b1334//b3503//b0225//b3781//
GO_0097339_7	b4222//
GO_0097366_5	b2004//b3529//b1724//
GO_0097428_6	b3679//b1069//b2843//b4142//b4586//b2705//b4476//
GO_0097435_4	b0067//b4464//
GO_0097501_4	b3607//
GO_0097502_4	b3963//
GO_0097510_7	b0876//
GO_0097532_4	b3709//
GO_0097533_5	b0959//
GO_0097577_5	b4371//b2614//b2622//
GO_0097588_5	b4032//b3750//b2820//b3223//b0543//b4146//b1824//b3630//b4662//b2811//b0681//b3547//b2554//b1047//b3825//b0795//b2890//b4550//b1204//b1010//b4485//rhmR//b2964//b0586//b3637//b2801//b3355//b1269//b2518//b2362//b0605//
GO_0097638_8	b1569//b0061//b1174//b4078//
GO_0097659_7	b1122//b3021//b4320//b3929//b3959//b0215//b4046//b2745//b0154//b0792//msrP//b1515//b3546//b3209//b3703//b3456//b2619//b0942//b1466//b0797//b2100//b1158//b0116//b0726//b2379//b3366//b4378//b1655//b0479//b0878//b2062//b2745//b3782//b1018//b4266//b2297//b0652//b2364//b3463//b3224//b1612//b1110//b3981//b4664//b2733//b0461//b2817//b1449//b1259//b3933//b0422//b3651//b2890//b3778//b3503//b4214//b3572//b4478//b3189//b2025//b0953//b1045//b2865//b0429//b4026//b3226//b0490//b2328//b2539//b4190//b2245//b2134//b0301//b2611//b4354//b2730//b0939//b2750//b3994//b0314//b1477//b4153//b4471//b1735//b2777//b4260//b3046//b0565//b1291//b1269//b3514//b1662//b0420//b3364//b0014//b1444//b0696//b4130//b2148//b2930//b0602//b0893//b3266//b3710//b3637//b0587//b4069//b0509//b2874//b2882//b4513//b0677//b3953//b3747//b0177//b3188//b2711//b0905//b0437//
GO_0098002_8	b3450//
GO_0098542_4	b1930//b4169//b1787//b2306//b4347//b2136//b4465//b3843//b4306//b3423//
GO_0098586_5	b0160//b2354//b1225//
GO_0098655_7	b3882//b0830//b4004//b2608//b0433//b0830//b0839//b4128//b3785//b1932//b4232//b4080//b3172//b0298//b3336//b2689//b2744//b0596//b3845//b3720//b2269//b4428//b3234//b0598//b2184//b0479//b4099//b0169//b4033//b0879//b4230//b3491//b0554//b3735//b4476//b4059//b2913//b0207//b2961//b0318//b4409//b3279//b3612//b1472//b3834//b0101//b1912//b2335//b4022//b4511//b1580//b3690//b0815//b1637//b3368//b3300//b0836//b3295//b1683//b2374//b4139//b4637//b3643//b0721//b4198//b1093//b2498//b3690//b1723//b2877//b2423//b0943//b3141//b0054//b0776//b0066//b2291//b0512//b4235//b1210//b0889//b0072//b3997//b1072//b2068//b4083//b1944//b2893//b0123//b1129//b3437//b2712//b3029//b3636//b2324//b3083//b3115//b1183//b0754//b1976//b2370//b0809//b4682//b4613//b4106//b0433//
GO_0098656_7	b1069//b0754//b4682//b1735//b2975//b0369//b0531//b3972//b3615//b3137//b3770//b3749//b0929//b3188//b3125//b0948//b0504//b1533//b0770//b1716//b2898//hxpB//b3177//b2146//b2905//b0089//b1343//b0649//b1159//b4117//b4322//b2079//b0565//b1234//b3114//b2104//b2010//b0593//b2252//b2521//b4099//b0565//b0790//b1292//b2839//b0963//b3396//b1521//b2730//b1828//b0263//b4151//b4664//b3512//b1210//b4220//b3633//b2335//b0956//b0768//b0398//b3289//b1930//b0999//b1536//b0438//b2717//b0764//b1512//b2963//b1818//b3994//b4120//b2078//b4235//b3074//b1655//b4138//b3993//b0680//b3671//b3582//b1387//b4000//b4419//b2523//insI1//b3240//b1178//b2277//b1271//b0423//b2231//b3345//b1637//b3355//b3067//
GO_0098657_5	b2779//b2789//b1430//b0377//b2477//b1695//b0882//b1341//b3902//b3442//b0826//b2296//b2710//b4227//b0054//b4258//b1390//b0604//b0492//b3290//
GO_0098659_8	b2707//b2751//
GO_0098660_7	b1447//b1584//b1858//b3980//b1007//b0688//b3686//b2048//b2265//b3462//b0006//b0726//b1702//b0810//b0463//b0974//b0124//b1600//b1992//insI1//b0090//b0337//b1723//b3664//b1265//b3547//b0924//b3294//b2780//b4298//b2476//b4232//b2582//b1959//b0997//b3253//b0997//b1883//b0612//b3516//b3781//b4554//b1735//b1330//b4506//b3893//b2705//b2074//b3376//b1258//b3588//b3633//b3669//b0042//b2335//b3558//b0925//b3026//b2799//b4544//b2436//b2366//b0470//b1740//b1501//msrQ//b2062//b3312//b0738//b4202//b4179//b3204//b3934//b0149//b1424//b0221//b1838//
GO_0098661_8	b1695//b3052//b0232//b0261//b2806//b3623//b1066//b2506//b3690//b2571//b4280//b1815//b2048//b3516//b3252//b2193//b0709//b1826//b1508//
GO_0098662_8	b4043//b4129//b2507//b2686//b1122//b0940//b0051//b0036//b3370//b3950//b0779//b1939//b0182//b4279//b3727//b1677//b3619//b1424//b0644//b3509//b4180//b4304//b4409//b4019//b2477//b2802//b3294//b3845//b1530//b0422//b3774//b0207//b1129//b3712//b0809//b3888//b0357//b0874//b1791//b2949//b0551//b3524//b1224//b4220//b2163//b0185//b0854//b0809//b0330//b2803//b1317//b1701//b1128//b4040//b2278//b2179//b4221//b3912//b1815//b3056//b2976//
GO_0098670_7	b2235//
GO_0098704_7	b0422//b0397//b1660//b0604//
GO_0098707_10	b3318//
GO_0098708_8	b0635//b3180//b0418//b4151//
GO_0098710_7	b3882//b2707//
GO_0098711_9	b2844//
GO_0098713_8	b2927//b0029//b0847//b3297//
GO_0098719_9	b2174//
GO_0098732_6	b3727//b4026//b1612//b0685//
GO_0098739_6	b0065//b1324//b2630//b4539//b0425//hiuH//b3456//b3194//b2028//b1035//b1756//maoP//b3673//b0893//b3173//b0228//b1921//b1184//
GO_0098771_7	b0103//b3880//b0694//b1048//b0831//b2893//b1009//b0557//b3664//b1090//b4203//b3539//b1424//b3943//b4160//b0785//hprR//b0601//b2245//b0931//b4111//b0790//b3592//b0556//b1212//b0641//b0120//b1111//b4351//b1288//b0348//b1645//b3972//b0159//b1622//b4033//
GO_0098776_7	b1393//b1100//b3350//b3722//b1397//
GO_0098795_9	b4702//
GO_0098869_4	b4024//b0382//b0038//b2952//b4266//b4477//b0802//b3893//b0090//b4554//b1557//b3336//b1139//b2075//b1271//b3366//b1609//b0431//b0661//b3262//b1973//b2243//
GO_0099046_5	b1117//b0740//
GO_0099116_10	b0199//
GO_0099131_7	b3093//
GO_0099132_7	b2740//b2511//b4559//b0675//b3052//b3625//b2725//b2491//b1226//b2284//b3366//b1611//b1175//b3259//b3480//b0652//b0043//b4290//b3622//b3998//b1398//b0348//b0795//
GO_0099133_8	b3715//b1622//b0644//b1250//b4415//b1951//b4373//b3690//b3911//b2302//b1191//b1918//b3816//b3605//b1787//b3395//b3680//b1872//b1664//b2509//
GO_0099587_7	b2285//gpr//
GO_0101030_8	b3395//
GO_0104004_4	b0587//b2376//b3836//b2526//b1731//b3824//b2756//b1269//b0437//b3712//b0854//b1769//b4178//b2512//b1259//b0754//b3087//b3872//b0640//b0033//b1644//b1301//b0509//b3511//
GO_0110017_7	b3197//
GO_0110095_4	b0024//b4075//
GO_0140115_6	b0644//b0731//b1854//b3693//b3172//
GO_1900190_5	b1988//b1955//b1597//b1274//b1990//b2702//b3236//b3455//b3223//b2198//b2104//b0081//b0768//
GO_1900191_6	b1844//b0857//b3551//b3205//
GO_1900192_6	b1472//b0077//
GO_1900231_6	b1623//b2517//b1615//b4554//b1344//
GO_1900232_7	b1109//b0586//b3849//
GO_1900233_7	b1612//
GO_1900371_8	b4337//
GO_1900372_9	b3974//
GO_1900376_6	b0195//b2414//b0655//
GO_1900377_7	b1833//
GO_1900378_7	b4202//
